name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
FamilyReunion-COL-L00020M0002C001P001G001,104.0,66.0,198.0,3271.0,2753.0,8446.0,0.009941812499999998,0.0005994687500000001,3292,2753,8446,0.11166666666666665,0.9965260545905708,0.09439953358208955
CSRepetitions-COL-10,6.0,5.0,15.0,1311.0,2300.0,8700.0,0.00732625,7.018749999999999e-05,1311,2300,8700,0.077,1.0,0.09605762987012988
QuasiCertifProtocol-COL-02,30.0,26.0,77.0,86.0,56.0,223.0,0.00029424999999999997,0.00032025,86,56,223,0.006333333333333333,1.0,0.0970263157894737
NeoElection-COL-3,18.0,22.0,98.0,84.0,60.0,300.0,0.0006347812499999999,0.0038732499999999995,972,1048,6032,0.046000000000000006,0.07128712871287128,0.09800067934782605
PhilosophersDyn-COL-03,8.0,7.0,33.0,30.0,84.0,564.0,0.0004804062499999999,0.00021612499999999998,30,84,564,0.006666666666666667,1.0,0.10447968749999997
Philosophers-COL-000050,5.0,5.0,15.0,250.0,250.0,800.0,0.00072540625,7.021875000000001e-05,250,250,800,0.007333333333333333,1.0,0.10849431818181818
SharedMemory-COL-000005,6.0,5.0,16.0,46.0,60.0,220.0,0.00024737500000000004,8.215625000000001e-05,46,60,220,0.0030000000000000005,1.0,0.10984375
AirplaneLD-COL-2000,20.0,15.0,56.0,14019.0,16008.0,61028.0,0.05907090624999999,0.00015506249999999998,14019,16008,61028,0.5256666666666666,1.0,0.11266829819277108
Philosophers-COL-000100,5.0,5.0,15.0,500.0,500.0,1600.0,0.0014052500000000005,6.768749999999999e-05,500,500,1600,0.012666666666666668,1.0,0.11628453947368424
Sudoku-COL-AN08,4.0,1.0,4.0,704.0,512.0,2048.0,0.0025015,7.175e-05,704,512,2048,0.01833333333333333,1.0,0.14035909090909093
PermAdmissibility-COL-01,40.0,16.0,83.0,168.0,592.0,3456.0,0.0023040625,0.002006093749999999,208,1024,5984,0.030333333333333337,0.6168831168831169,0.14209306318681314
Sudoku-COL-AN09,4.0,1.0,4.0,972.0,729.0,2916.0,0.0035308749999999997,6.012499999999999e-05,972,729,2916,0.025000000000000005,1.0,0.14363999999999996
PermAdmissibility-COL-20,40.0,16.0,83.0,168.0,592.0,3456.0,0.00230921875,0.0028775937500000004,208,1024,5984,0.035333333333333335,0.6168831168831169,0.14679658018867925
SafeBus-COL-10,20.0,14.0,68.0,326.0,1651.0,11474.0,0.006818125000000002,0.0023796562500000003,326,1651,11474,0.056999999999999995,1.0,0.1613645833333334
PolyORBLF-COL-S02J04T06,81.0,65.0,254.0,476.0,920.0,4242.0,0.003851656249999999,0.0021035625,476,920,4242,0.035,1.0,0.1701491071428571
Referendum-COL-0500,4.0,3.0,6.0,1501.0,1001.0,2501.0,0.0025930312500000007,2.5500000000000003e-05,1501,1001,2501,0.015333333333333332,1.0,0.1707737771739131
PolyORBLF-COL-S02J06T06,81.0,65.0,254.0,536.0,1064.0,4866.0,0.004384781250000001,0.00210884375,536,1064,4866,0.037,1.0,0.17550337837837843
Sudoku-COL-AN13,4.0,1.0,4.0,2704.0,2197.0,8788.0,0.010433656249999998,6.946874999999998e-05,2704,2197,8788,0.05766666666666667,1.0,0.18213511560693635
DrinkVendingMachine-COL-10,6.0,7.0,28.0,120.0,111160.0,1026520.0,0.5506728749999998,0.0002053125,120,111160,1026520,2.9776666666666665,1.0,0.1850033093585581
QuasiCertifProtocol-COL-06,30.0,26.0,77.0,270.0,116.0,659.0,0.0006893124999999998,0.0015024062499999998,270,116,659,0.010666666666666666,1.0,0.20547363281249997
PolyORBLF-COL-S02J04T08,81.0,65.0,254.0,614.0,1242.0,5732.0,0.005077624999999999,0.0026408125,614,1242,5732,0.037333333333333336,1.0,0.2067438616071428
PolyORBNT-COL-S05J40,48.0,38.0,140.0,629.0,1590.0,10704.0,0.008071,0.0005144375000000001,669,1630,10784,0.041,0.9652022618529795,0.20940091463414637
PolyORBLF-COL-S02J06T08,81.0,65.0,254.0,690.0,1434.0,6564.0,0.005780999999999999,0.0026587812500000006,690,1434,6564,0.03966666666666666,1.0,0.21276759453781516
SafeBus-COL-06,20.0,14.0,68.0,150.0,463.0,3022.0,0.00203459375,0.00100059375,150,463,3022,0.013333333333333334,1.0,0.22763906249999996
AirplaneLD-COL-4000,20.0,15.0,56.0,28019.0,32008.0,122028.0,0.14536525,0.00015665625,28019,32008,122028,0.6166666666666666,1.0,0.23598146959459462
PolyORBLF-COL-S04J04T08,81.0,65.0,254.0,712.0,4012.0,27744.0,0.021183781250000006,0.0026569999999999996,712,4012,27744,0.09733333333333333,1.0,0.24493953339041102
PolyORBNT-COL-S05J30,48.0,38.0,140.0,489.0,1400.0,9764.0,0.007215093750000001,0.0005203437500000002,519,1430,9824,0.03133333333333333,0.9692149820420729,0.24687566489361706
NeoElection-COL-4,18.0,22.0,98.0,145.0,130.0,698.0,0.0012038437499999996,0.010194812499999999,1830,2390,13865,0.046000000000000006,0.06516587677725119,0.24779687499999992
DrinkVendingMachine-COL-16,6.0,7.0,28.0,192.0,1118560.0,10642624.0,6.259732500000001,0.00021912499999999995,192,1118560,10642624,25.116666666666664,1.0,0.24923496848042476
PolyORBNT-COL-S05J60,48.0,38.0,140.0,909.0,1970.0,12584.0,0.009834625,0.00052153125,969,2030,12704,0.04133333333333333,0.9599866622207403,0.25055216733870966
LamportFastMutEx-COL-4,18.0,17.0,68.0,102.0,180.0,768.0,0.0007941874999999999,0.0023288437499999998,135,230,990,0.012333333333333335,0.7726027397260274,0.25321874999999994
PermAdmissibility-COL-50,40.0,16.0,83.0,168.0,592.0,3456.0,0.0023352812499999997,0.00259584375,208,1024,5984,0.019333333333333334,0.6168831168831169,0.2550581896551724
NeoElection-COL-6,18.0,22.0,98.0,341.0,444.0,2508.0,0.0036172187499999993,0.03512090625,4830,8533,49616,0.14833333333333334,0.058744293945970215,0.26115589887640445
DrinkVendingMachine-COL-24,6.0,7.0,28.0,288.0,8308944.0,80375328.0,43.858793750000004,0.000208625,288,8308944,80375328,160.07433333333333,1.0,0.2739914729719318
NeoElection-COL-5,18.0,22.0,98.0,224.0,240.0,1340.0,0.002185,0.023023218750000005,3090,4746,27594,0.09166666666666667,0.059213884635017866,0.27499875
PolyORBLF-COL-S02J06T10,81.0,65.0,254.0,844.0,1812.0,8302.0,0.007343187499999998,0.0033023437500000006,844,1812,8302,0.03833333333333333,1.0,0.27770951086956525
NeoElection-COL-8,18.0,22.0,98.0,609.0,1042.0,6098.0,0.0079941875,0.09800821874999999,10062,22428,130167,0.38033333333333336,0.050815635580178514,0.2787092188869412
Sudoku-COL-AN07,4.0,1.0,4.0,490.0,343.0,1372.0,0.0017122187500000002,6.40625e-05,490,343,1372,0.006333333333333333,1.0,0.2804654605263158
PolyORBNT-COL-S05J20,48.0,38.0,140.0,349.0,1210.0,8824.0,0.006503031250000001,0.0005390312500000002,369,1230,8864,0.025000000000000005,0.9749843652282677,0.2816825
TokenRing-COL-005,1.0,2.0,4.0,36.0,156.0,624.0,0.0007823125,0.007739437499999999,36,156,624,0.030000000000000002,1.0,0.28405833333333325
Sudoku-COL-AN14,4.0,1.0,4.0,3332.0,2744.0,10976.0,0.013139406250000003,6.259375e-05,3332,2744,10976,0.045000000000000005,1.0,0.2933777777777778
PermAdmissibility-COL-02,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022970312500000005,0.0013421250000000002,208,1024,5984,0.012000000000000002,0.6168831168831169,0.30326302083333334
PolyORBNT-COL-S05J80,48.0,38.0,140.0,1189.0,2350.0,14464.0,0.011368000000000001,0.00051571875,1269,2430,14624,0.038,0.9567450662341174,0.31272944078947373
PolyORBLF-COL-S04J04T06,81.0,65.0,254.0,554.0,2998.0,20754.0,0.01537425,0.002115250000000001,554,2998,20754,0.05566666666666666,1.0,0.314182634730539
PolyORBLF-COL-S02J04T10,81.0,65.0,254.0,752.0,1572.0,7262.0,0.00658125,0.003368156250000001,752,1572,7262,0.03133333333333333,1.0,0.31753424202127667
NeoElection-COL-7,18.0,22.0,98.0,468.0,711.0,4103.0,0.005731093749999999,0.06424993749999999,7128,14240,82736,0.21933333333333335,0.055175964058405094,0.31906245250759874
DatabaseWithMutex-COL-40,11.0,8.0,22.0,12920.0,12800.0,156800.0,0.13753428125000003,0.0008653125000000001,12920,12800,156800,0.4136666666666666,1.0,0.3345679139806608
PermAdmissibility-COL-05,40.0,16.0,83.0,168.0,592.0,3456.0,0.00230696875,0.0028762187500000007,208,1024,5984,0.014666666666666668,0.6168831168831169,0.3533991477272727
QuasiCertifProtocol-COL-10,30.0,26.0,77.0,550.0,176.0,1287.0,0.0013269062500000006,0.0047308125,550,176,1287,0.017,1.0,0.35633639705882353
PolyORBLF-COL-S04J06T06,81.0,65.0,254.0,618.0,3190.0,21570.0,0.016020468749999996,0.002106156250000001,618,3190,21570,0.050333333333333334,1.0,0.3601316225165562
Sudoku-COL-AN16,4.0,1.0,4.0,4864.0,4096.0,16384.0,0.0200361875,6.8125e-05,4864,4096,16384,0.054333333333333324,1.0,0.3700180214723927
PermAdmissibility-COL-10,40.0,16.0,83.0,168.0,592.0,3456.0,0.0023054062500000006,0.002586125,208,1024,5984,0.013,0.6168831168831169,0.3762716346153847
Sudoku-COL-AN10,4.0,1.0,4.0,1300.0,1000.0,4000.0,0.0048468124999999996,6.978124999999999e-05,1300,1000,4000,0.012666666666666666,1.0,0.38815213815789473
GlobalResAllocation-COL-03,5.0,7.0,29.0,33.0,4791.0,38652.0,0.025611937499999998,0.00023728124999999994,33,4791,38652,0.06466666666666666,1.0,0.3997301868556701
BART-COL-002,4.0,7.0,26.0,3421.0,157264.0,1444780.0,1.4613603124999999,0.6619675624999999,764,646,1202,5.252666666666667,113.96099290780141,0.40423807748445223
PolyORBNT-COL-S10J40,48.0,38.0,140.0,854.0,12340.0,113999.0,0.073790625,0.0005152812499999999,894,12380,114079,0.18333333333333335,0.9939731806539099,0.40530494318181814
LamportFastMutEx-COL-7,18.0,17.0,68.0,219.0,462.0,2016.0,0.0018864374999999997,0.011443375,264,536,2352,0.03266666666666667,0.85125,0.4080554846938775
Sudoku-COL-AN12,4.0,1.0,4.0,2160.0,1728.0,6912.0,0.008274562499999999,6.493749999999999e-05,2160,1728,6912,0.02,1.0,0.416975
PolyORBLF-COL-S06J06T04,81.0,65.0,254.0,506.0,7154.0,59824.0,0.0415531875,0.0015376562500000002,506,7154,59824,0.10266666666666664,1.0,0.4197160105519481
DotAndBoxes-COL-3,8.0,8.0,44.0,132.0,1072.0,11968.0,0.0104849375,0.03252628125,136,1096,12064,0.09799999999999999,0.9772727272727273,0.43888998724489797
PolyORBLF-COL-S06J04T04,81.0,65.0,254.0,454.0,6994.0,59152.0,0.040672968749999996,0.0015505624999999999,454,6994,59152,0.09566666666666666,1.0,0.4413609538327526
Sudoku-COL-AN06,4.0,1.0,4.0,324.0,216.0,864.0,0.00111553125,6.709375e-05,324,216,864,0.0026666666666666666,1.0,0.44348437500000004
DotAndBoxes-COL-5,8.0,8.0,44.0,356.0,10424.0,121568.0,0.10227265625000001,0.17507418750000006,360,10472,121760,0.617,0.9951994091580503,0.44950866085899527
Peterson-COL-2,11.0,14.0,42.0,108.0,138.0,432.0,0.0007385625000000001,0.0028727187499999994,108,138,432,0.008,1.0,0.4514101562499999
PolyORBLF-COL-S04J06T08,81.0,65.0,254.0,792.0,4268.0,28832.0,0.021847625,0.0026536875000000002,792,4268,28832,0.054,1.0,0.45372800925925927
Sudoku-COL-AN11,4.0,1.0,4.0,1694.0,1331.0,5324.0,0.006375843750000001,7.021875000000001e-05,1694,1331,5324,0.013999999999999999,1.0,0.46043303571428584
DotAndBoxes-COL-4,8.0,8.0,44.0,230.0,3920.0,45056.0,0.038088156250000005,0.08574025000000002,234,3956,45200,0.26633333333333337,0.9904534606205251,0.4649376955569462
PolyORBNT-COL-S10J20,48.0,38.0,140.0,474.0,11760.0,111119.0,0.07081990624999998,0.0005230625,494,11780,111159,0.15166666666666664,0.9967410787029494,0.4703932005494505
PolyORBLF-COL-S04J06T10,81.0,65.0,254.0,966.0,5354.0,36134.0,0.027416375000000003,0.0033472812500000004,966,5354,36134,0.064,1.0,0.48068212890625006
PolyORBLF-COL-S06J04T06,81.0,65.0,254.0,632.0,10500.0,88770.0,0.06085168749999998,0.0021191874999999995,632,10500,88770,0.131,1.0,0.4806937022900762
PolyORBLF-COL-S04J04T10,81.0,65.0,254.0,870.0,5034.0,34774.0,0.026045875000000003,0.003314906250000001,870,5034,34774,0.061,1.0,0.48132428278688527
Sudoku-COL-AN15,4.0,1.0,4.0,4050.0,3375.0,13500.0,0.016155968750000003,6.3125e-05,4050,3375,13500,0.03366666666666667,1.0,0.48175525990099016
BridgeAndVehicles-COL-V04P05N02,15.0,11.0,56.0,28.0,52.0,326.0,0.00031987500000000006,0.0044150625,28,52,326,0.009,1.0,0.5261041666666667
PolyORBNT-COL-S10J80,48.0,38.0,140.0,1614.0,13500.0,119759.0,0.07820878125000001,0.0005198437499999999,1694,13580,119919,0.14833333333333334,0.9895246824669373,0.5307547752808989
Referendum-COL-1000,4.0,3.0,6.0,3001.0,2001.0,5001.0,0.00529934375,2.378125e-05,3001,2001,5001,0.010000000000000002,1.0,0.5323125
PolyORBLF-COL-S06J06T06,81.0,65.0,254.0,700.0,10740.0,89778.0,0.06169615625,0.0020989374999999997,700,10740,89778,0.11966666666666666,1.0,0.5331066330083566
PolyORBLF-COL-S06J06T08,81.0,65.0,254.0,894.0,14334.0,119772.0,0.08330796874999997,0.0026339062499999995,894,14334,119772,0.16066666666666665,1.0,0.5349079356846472
SharedMemory-COL-000100,6.0,5.0,16.0,10401.0,20200.0,80400.0,0.07459559375000001,7.587500000000003e-05,10401,20200,80400,0.13833333333333334,1.0,0.5397937500000001
GlobalResAllocation-COL-05,5.0,7.0,29.0,75.0,56105.0,492760.0,0.32451059375,0.00023384375,75,56105,492760,0.6006666666666667,1.0,0.5406400180355161
PolyORBNT-COL-S10J60,48.0,38.0,140.0,1234.0,12920.0,116879.0,0.076440125,0.000518,1294,12980,116999,0.1416666666666667,0.9915931063472047,0.5432338235294117
PolyORBNT-COL-S10J30,48.0,38.0,140.0,664.0,12050.0,112559.0,0.07100175000000002,0.000517,694,12080,112619,0.13,0.9953029591357445,0.5501442307692309
PhilosophersDyn-COL-10,8.0,7.0,33.0,170.0,2310.0,18190.0,0.010831593749999998,0.00020696874999999999,170,2310,18190,0.02,1.0,0.5519281249999999
PolyORBLF-COL-S06J04T08,81.0,65.0,254.0,810.0,14014.0,118428.0,0.08176431249999999,0.0026516875,810,14014,118428,0.15133333333333335,1.0,0.5578149779735682
LamportFastMutEx-COL-5,18.0,17.0,68.0,137.0,260.0,1120.0,0.0011527187499999997,0.00417434375,174,318,1380,0.009333333333333334,0.806910569105691,0.5707566964285714
SharedMemory-COL-000050,6.0,5.0,16.0,2701.0,5100.0,20200.0,0.016959218749999998,8.668750000000001e-05,2701,5100,20200,0.029333333333333333,1.0,0.5811104403409091
Peterson-COL-4,11.0,14.0,42.0,500.0,730.0,2280.0,0.0032863437499999998,0.029039718750000002,500,730,2280,0.054,1.0,0.5986307870370371
GlobalResAllocation-COL-06,5.0,7.0,29.0,102.0,136662.0,1226388.0,0.8204903125000002,0.00023556250000000004,102,136662,1226388,1.3210000000000002,1.0,0.6212913512490538
FamilyReunion-COL-L00050M0005C002P002G001,104.0,66.0,198.0,12194.0,10560.0,32238.0,0.04120959375000001,0.0005953437500000002,12245,10560,32238,0.06566666666666666,0.9977636483227362,0.6366234137055838
GlobalResAllocation-COL-07,5.0,7.0,29.0,133.0,291067.0,2652580.0,1.7833649999999999,0.00024306249999999998,133,291067,2652580,2.758333333333333,1.0,0.6466252794561934
GlobalResAllocation-COL-11,5.0,7.0,29.0,297.0,2705087.0,25497868.0,17.203937500000002,0.0002495,297,2705087,25497868,25.87966666666667,1.0,0.6647762207138165
GlobalResAllocation-COL-10,5.0,7.0,29.0,250.0,1688410.0,15821020.0,10.595468750000002,0.00023493749999999996,250,1688410,15821020,15.884666666666666,1.0,0.6670397251542369
GlobalResAllocation-COL-09,5.0,7.0,29.0,207.0,1003437.0,9334944.0,6.4030128125,0.000241125,207,1003437,9334944,9.433,1.0,0.6788141564189547
TokenRing-COL-200,1.0,2.0,4.0,40401.0,8040201.0,32160804.0,39.440974999999995,0.45386409374999986,40401,8040201,32160804,55.19833333333333,1.0,0.7227544145732057
BridgeAndVehicles-COL-V10P10N10,15.0,11.0,56.0,48.0,288.0,2090.0,0.0014094062499999999,0.11147687499999999,48,288,2090,0.15400000000000003,1.0,0.7330278003246751
PhilosophersDyn-COL-20,8.0,7.0,33.0,540.0,17220.0,140780.0,0.08436353125000001,0.00021087500000000002,540,17220,140780,0.11433333333333333,1.0,0.739717838921283
TokenRing-COL-100,1.0,2.0,4.0,10201.0,1010101.0,4040404.0,4.927614374999999,0.4493005625,10201,1010101,4040404,6.715,1.0,0.800731934102755
Philosophers-COL-000200,5.0,5.0,15.0,1000.0,1000.0,3200.0,0.0027777187500000007,7.159374999999999e-05,1000,1000,3200,0.0033333333333333335,1.0,0.8547937500000001
LamportFastMutEx-COL-6,18.0,17.0,68.0,176.0,354.0,1536.0,0.0014749062499999999,0.0070338125,217,420,1834,0.009666666666666667,0.8320251177394035,0.8802122844827586
LamportFastMutEx-COL-8,18.0,17.0,68.0,266.0,584.0,2560.0,0.00233259375,0.017783906250000002,315,666,2934,0.022000000000000002,0.8664627930682977,0.9143863636363636
SharedMemory-COL-000200,6.0,5.0,16.0,40801.0,80400.0,320800.0,0.34048503125000007,8.528125e-05,40801,80400,320800,0.36933333333333335,1.0,0.9221217847472926
PhilosophersDyn-COL-80,8.0,7.0,33.0,6960.0,1043280.0,8780720.0,6.3604559374999985,0.00021265625,6960,1043280,8780720,6.4736666666666665,1.0,0.9825449658230779
FamilyReunion-COL-L00100M0010C005P005G002,104.0,66.0,198.0,40605.0,36871.0,112728.0,0.1588559375,0.0005970937500000001,40706,36871,112728,0.16166666666666665,0.998698067726259,0.9863074097938145
PhilosophersDyn-COL-50,8.0,7.0,33.0,2850.0,257550.0,2154950.0,1.5334084374999994,0.00020906250000000002,2850,257550,2154950,1.5543333333333333,1.0,0.9866722067338619
Peterson-COL-3,11.0,14.0,42.0,256.0,356.0,1112.0,0.0016564062500000003,0.010051625000000002,256,356,1112,0.011333333333333334,1.0,1.0330615808823531
TokenRing-COL-050,1.0,2.0,4.0,2601.0,127551.0,510204.0,0.55255603125,0.43711500000000003,2601,127551,510204,0.9380000000000001,1.0,1.055086387260128
SharedMemory-COL-002000,6.0,5.0,16.0,4008001.0,8004000.0,32008000.0,44.01350000000001,7.746875000000001e-05,4008001,8004000,32008000,41.234,1.0,1.0674098430603387
SharedMemory-COL-000500,6.0,5.0,16.0,252001.0,501000.0,2002000.0,2.5430243750000003,9.26875e-05,252001,501000,2002000,2.329,1.0,1.0919351921425504
SharedMemory-COL-001000,6.0,5.0,16.0,1004001.0,2002000.0,8004000.0,10.267071875000003,7.981249999999998e-05,1004001,2002000,8004000,9.346,1.0,1.0985610622191313
BART-COL-005,4.0,7.0,26.0,3886.0,393160.0,3611950.0,3.622294375,0.5875514374999999,1502,1615,3005,3.625,127.38081488610844,1.161336775862069
