name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
SafeBus-COL-20,20.0,14.0,68.0,1046.0,10501.0,77544.0,0.04394034375000001,0.011991656250000001,1046,10501,77544,0.7696666666666666,1.0,0.07267042009527937
SafeBus-COL-15,20.0,14.0,68.0,636.0,4801.0,34684.0,0.0200075,0.006451874999999999,636,4801,34684,0.33066666666666666,1.0,0.08001827116935484
SharedMemory-COL-000020,6.0,5.0,16.0,481.0,840.0,3280.0,0.002739312499999999,8.259375e-05,481,840,3280,0.03366666666666667,1.0,0.08381899752475244
Philosophers-COL-000010,5.0,5.0,15.0,50.0,50.0,160.0,0.00017043749999999996,6.215624999999998e-05,50,50,160,0.0026666666666666666,1.0,0.08722265624999999
DatabaseWithMutex-COL-20,11.0,8.0,22.0,3260.0,3200.0,23200.0,0.020051593750000003,0.0004557499999999999,3260,3200,23200,0.22533333333333336,1.0,0.09100892196745562
FamilyReunion-COL-L00020M0002C001P001G001,104.0,66.0,198.0,3271.0,2753.0,8446.0,0.009944999999999999,0.00059096875,3292,2753,8446,0.11166666666666665,0.9965260545905708,0.09435195895522389
CSRepetitions-COL-10,6.0,5.0,15.0,1311.0,2300.0,8700.0,0.007301968749999999,7.012499999999998e-05,1311,2300,8700,0.077,1.0,0.09574147727272726
QuasiCertifProtocol-COL-02,30.0,26.0,77.0,86.0,56.0,223.0,0.0002933125,0.000319875,86,56,223,0.006333333333333333,1.0,0.09681907894736842
NeoElection-COL-3,18.0,22.0,98.0,84.0,60.0,300.0,0.0006396249999999999,0.0038970625,972,1048,6032,0.046000000000000006,0.07128712871287128,0.09862364130434781
PhilosophersDyn-COL-03,8.0,7.0,33.0,30.0,84.0,564.0,0.00048265625,0.00021234374999999994,30,84,564,0.006666666666666667,1.0,0.10425
SharedMemory-COL-000005,6.0,5.0,16.0,46.0,60.0,220.0,0.00024165624999999998,7.381249999999998e-05,46,60,220,0.0030000000000000005,1.0,0.10515624999999998
Philosophers-COL-000050,5.0,5.0,15.0,250.0,250.0,800.0,0.0007263124999999997,7.537499999999999e-05,250,250,800,0.007333333333333333,1.0,0.1093210227272727
AirplaneLD-COL-2000,20.0,15.0,56.0,14019.0,16008.0,61028.0,0.05809568750000001,0.00014546874999999998,14019,16008,61028,0.5256666666666666,1.0,0.11079484384908056
Philosophers-COL-000100,5.0,5.0,15.0,500.0,500.0,1600.0,0.0014163437500000003,6.859375e-05,500,500,1600,0.012666666666666668,1.0,0.11723190789473686
Sudoku-COL-AN08,4.0,1.0,4.0,704.0,512.0,2048.0,0.00252340625,6.824999999999998e-05,704,512,2048,0.01833333333333333,1.0,0.1413630681818182
PermAdmissibility-COL-01,40.0,16.0,83.0,168.0,592.0,3456.0,0.0023127499999999997,0.0020079374999999997,208,1024,5984,0.030333333333333337,0.6168831168831169,0.14244024725274723
Sudoku-COL-AN09,4.0,1.0,4.0,972.0,729.0,2916.0,0.0035621562499999994,6.334375e-05,972,729,2916,0.025000000000000005,1.0,0.14501999999999995
PermAdmissibility-COL-20,40.0,16.0,83.0,168.0,592.0,3456.0,0.00228421875,0.0028912812499999998,208,1024,5984,0.035333333333333335,0.6168831168831169,0.14647641509433962
SafeBus-COL-10,20.0,14.0,68.0,326.0,1651.0,11474.0,0.006936374999999999,0.00243609375,326,1651,11474,0.056999999999999995,1.0,0.16442927631578946
PolyORBLF-COL-S02J04T06,81.0,65.0,254.0,476.0,920.0,4242.0,0.0038211875000000004,0.0021002499999999997,476,920,4242,0.035,1.0,0.16918392857142855
Referendum-COL-0500,4.0,3.0,6.0,1501.0,1001.0,2501.0,0.002592375,2.878125e-05,1501,1001,2501,0.015333333333333332,1.0,0.17094497282608698
PolyORBLF-COL-S02J06T06,81.0,65.0,254.0,536.0,1064.0,4866.0,0.004358999999999999,0.0021050625,536,1064,4866,0.037,1.0,0.17470439189189188
DrinkVendingMachine-COL-10,6.0,7.0,28.0,120.0,111160.0,1026520.0,0.5512037812500002,0.00020153125,120,111160,1026520,2.9776666666666665,1.0,0.18518033555356553
Sudoku-COL-AN13,4.0,1.0,4.0,2704.0,2197.0,8788.0,0.010620187499999998,6.859375e-05,2704,2197,8788,0.05766666666666667,1.0,0.18535458815028896
PolyORBLF-COL-S02J04T08,81.0,65.0,254.0,614.0,1242.0,5732.0,0.00499415625,0.0026224374999999998,614,1242,5732,0.037333333333333336,1.0,0.20401590401785713
QuasiCertifProtocol-COL-06,30.0,26.0,77.0,270.0,116.0,659.0,0.0006859374999999999,0.00151425,270,116,659,0.010666666666666666,1.0,0.206267578125
PolyORBNT-COL-S05J40,48.0,38.0,140.0,629.0,1590.0,10704.0,0.008041437499999998,0.00051975,669,1630,10784,0.041,0.9652022618529795,0.20880945121951214
PolyORBLF-COL-S02J06T08,81.0,65.0,254.0,690.0,1434.0,6564.0,0.00571846875,0.0026320312500000003,690,1434,6564,0.03966666666666666,1.0,0.2105168067226891
SafeBus-COL-06,20.0,14.0,68.0,150.0,463.0,3022.0,0.0020313437499999997,0.000998875,150,463,3022,0.013333333333333334,1.0,0.22726640624999997
AirplaneLD-COL-4000,20.0,15.0,56.0,28019.0,32008.0,122028.0,0.142064,0.0001625625,28019,32008,122028,0.6166666666666666,1.0,0.23063766891891893
PolyORBLF-COL-S04J04T08,81.0,65.0,254.0,712.0,4012.0,27744.0,0.02098106250000001,0.0026514062499999997,712,4012,27744,0.09733333333333333,1.0,0.24279933647260282
PolyORBNT-COL-S05J30,48.0,38.0,140.0,489.0,1400.0,9764.0,0.007226093750000001,0.0005229062499999998,519,1430,9824,0.03133333333333333,0.9692149820420729,0.24730851063829792
PolyORBNT-COL-S05J60,48.0,38.0,140.0,909.0,1970.0,12584.0,0.009771093750000001,0.0005142187500000001,969,2030,12704,0.04133333333333333,0.9599866622207403,0.24883820564516132
NeoElection-COL-4,18.0,22.0,98.0,145.0,130.0,698.0,0.0012270625000000003,0.010313156249999997,1830,2390,13865,0.046000000000000006,0.06516587677725119,0.2508743206521738
PermAdmissibility-COL-50,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022926562499999996,0.0025799062499999993,208,1024,5984,0.019333333333333334,0.6168831168831169,0.2520290948275861
DrinkVendingMachine-COL-16,6.0,7.0,28.0,192.0,1118560.0,10642624.0,6.346762812500001,0.00022162500000000003,192,1118560,10642624,25.116666666666664,1.0,0.25270011031851364
LamportFastMutEx-COL-4,18.0,17.0,68.0,102.0,180.0,768.0,0.00080303125,0.0023282500000000005,135,230,990,0.012333333333333335,0.7726027397260274,0.2538876689189189
NeoElection-COL-5,18.0,22.0,98.0,224.0,240.0,1340.0,0.0021784375,0.02300715625,3090,4746,27594,0.09166666666666667,0.059213884635017866,0.2747519318181818
DrinkVendingMachine-COL-24,6.0,7.0,28.0,288.0,8308944.0,80375328.0,44.140584374999996,0.00020543750000000003,288,8308944,80375328,160.07433333333333,1.0,0.27575182662533865
PolyORBLF-COL-S02J06T10,81.0,65.0,254.0,844.0,1812.0,8302.0,0.0073169687500000006,0.0033010312499999993,844,1812,8302,0.03833333333333333,1.0,0.2769913043478261
PolyORBNT-COL-S05J20,48.0,38.0,140.0,349.0,1210.0,8824.0,0.006469374999999999,0.0005280625000000001,369,1230,8864,0.025000000000000005,0.9749843652282677,0.2798974999999999
Sudoku-COL-AN07,4.0,1.0,4.0,490.0,343.0,1372.0,0.001730625,6.696875e-05,490,343,1372,0.006333333333333333,1.0,0.2838305921052632
TokenRing-COL-005,1.0,2.0,4.0,36.0,156.0,624.0,0.0007887500000000001,0.00773271875,36,156,624,0.030000000000000002,1.0,0.2840489583333333
Sudoku-COL-AN14,4.0,1.0,4.0,3332.0,2744.0,10976.0,0.013092781250000005,6.940625000000001e-05,3332,2744,10976,0.045000000000000005,1.0,0.2924930555555556
PermAdmissibility-COL-02,40.0,16.0,83.0,168.0,592.0,3456.0,0.0023030625,0.00135459375,208,1024,5984,0.012000000000000002,0.6168831168831169,0.30480468749999995
PolyORBLF-COL-S02J04T10,81.0,65.0,254.0,752.0,1572.0,7262.0,0.0063471249999999995,0.00330046875,752,1572,7262,0.03133333333333333,1.0,0.30790192819148937
PolyORBNT-COL-S05J80,48.0,38.0,140.0,1189.0,2350.0,14464.0,0.011364437499999998,0.0005147812499999999,1269,2430,14624,0.038,0.9567450662341174,0.3126110197368421
PolyORBLF-COL-S04J04T06,81.0,65.0,254.0,554.0,2998.0,20754.0,0.015324187500000003,0.0021053125000000004,554,2998,20754,0.05566666666666666,1.0,0.3131047904191618
DatabaseWithMutex-COL-40,11.0,8.0,22.0,12920.0,12800.0,156800.0,0.13400715625,0.0008599687500000002,12920,12800,156800,0.4136666666666666,1.0,0.32602850523771154
NeoElection-COL-6,18.0,22.0,98.0,321.0,399.0,2283.0,0.003471281249999999,0.046211562500000004,4830,8533,49616,0.14833333333333334,0.053880116740252934,0.3349405196629213
PermAdmissibility-COL-05,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022863437499999997,0.00289246875,208,1024,5984,0.014666666666666668,0.6168831168831169,0.3531008522727272
PolyORBLF-COL-S04J06T06,81.0,65.0,254.0,618.0,3190.0,21570.0,0.01610640625,0.00210953125,618,3190,21570,0.050333333333333334,1.0,0.36190604304635765
Sudoku-COL-AN16,4.0,1.0,4.0,4864.0,4096.0,16384.0,0.0202363125,7.4625e-05,4864,4096,16384,0.054333333333333324,1.0,0.3738209355828221
QuasiCertifProtocol-COL-10,30.0,26.0,77.0,550.0,176.0,1287.0,0.001314125,0.00504396875,550,176,1287,0.017,1.0,0.37400551470588234
PermAdmissibility-COL-10,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022942499999999994,0.002591375,208,1024,5984,0.013,0.6168831168831169,0.37581730769230764
Sudoku-COL-AN10,4.0,1.0,4.0,1300.0,1000.0,4000.0,0.00484075,6.540625000000001e-05,1300,1000,4000,0.012666666666666666,1.0,0.387328125
PolyORBNT-COL-S10J40,48.0,38.0,140.0,854.0,12340.0,113999.0,0.07275928125,0.0005234375,894,12380,114079,0.18333333333333335,0.9939731806539099,0.39972392045454547
GlobalResAllocation-COL-03,5.0,7.0,29.0,33.0,4791.0,38652.0,0.0256690625,0.00024087500000000004,33,4791,38652,0.06466666666666666,1.0,0.4006691365979382
NeoElection-COL-8,18.0,22.0,98.0,569.0,900.0,5300.0,0.007683906249999998,0.14549359374999996,10062,22428,130167,0.38033333333333336,0.045213911972914744,0.402745398773006
LamportFastMutEx-COL-7,18.0,17.0,68.0,219.0,462.0,2016.0,0.00189996875,0.011433187499999995,264,536,2352,0.03266666666666667,0.85125,0.40815784438775493
NeoElection-COL-7,18.0,22.0,98.0,436.0,616.0,3584.0,0.005327906250000001,0.08476937500000001,7128,14240,82736,0.21933333333333335,0.0492324971920629,0.41077787803951366
Sudoku-COL-AN12,4.0,1.0,4.0,2160.0,1728.0,6912.0,0.00823403125,6.453125e-05,2160,1728,6912,0.02,1.0,0.4149281249999999
PolyORBLF-COL-S06J06T04,81.0,65.0,254.0,506.0,7154.0,59824.0,0.0415220625,0.0015518124999999998,506,7154,59824,0.10266666666666664,1.0,0.4195507305194806
DotAndBoxes-COL-3,8.0,8.0,44.0,132.0,1072.0,11968.0,0.0103481875,0.03233131250000001,136,1096,12064,0.09799999999999999,0.9772727272727273,0.43550510204081644
PolyORBLF-COL-S06J04T04,81.0,65.0,254.0,454.0,6994.0,59152.0,0.04077065625,0.0015517499999999997,454,6994,59152,0.09566666666666666,1.0,0.44239449041811846
Sudoku-COL-AN06,4.0,1.0,4.0,324.0,216.0,864.0,0.0011177500000000003,6.528124999999999e-05,324,216,864,0.0026666666666666666,1.0,0.4436367187500001
DotAndBoxes-COL-5,8.0,8.0,44.0,356.0,10424.0,121568.0,0.10208700000000001,0.17405159375,360,10472,121760,0.617,0.9951994091580503,0.44755039505672617
PolyORBLF-COL-S04J06T08,81.0,65.0,254.0,792.0,4268.0,28832.0,0.021737062500000005,0.0026459687500000003,792,4268,28832,0.054,1.0,0.45153761574074086
Peterson-COL-2,11.0,14.0,42.0,108.0,138.0,432.0,0.0007419687500000001,0.0028764375000000005,108,138,432,0.008,1.0,0.45230078125000006
Sudoku-COL-AN11,4.0,1.0,4.0,1694.0,1331.0,5324.0,0.006310437499999998,7.634375e-05,1694,1331,5324,0.013999999999999999,1.0,0.45619866071428566
PolyORBNT-COL-S10J20,48.0,38.0,140.0,474.0,11760.0,111119.0,0.07044496875,0.0005296875000000001,494,11780,111159,0.15166666666666664,0.9967410787029494,0.4679647664835166
DotAndBoxes-COL-4,8.0,8.0,44.0,230.0,3920.0,45056.0,0.041331812499999995,0.085663875,234,3956,45200,0.26633333333333337,0.9904534606205251,0.476829865456821
PolyORBLF-COL-S04J04T10,81.0,65.0,254.0,870.0,5034.0,34774.0,0.025784875000000002,0.0033065937499999996,870,5034,34774,0.061,1.0,0.47690932377049183
PolyORBLF-COL-S04J06T10,81.0,65.0,254.0,966.0,5354.0,36134.0,0.0272335,0.0032962499999999997,966,5354,36134,0.064,1.0,0.47702734375
PolyORBLF-COL-S06J04T06,81.0,65.0,254.0,632.0,10500.0,88770.0,0.061078281250000005,0.00211234375,632,10500,88770,0.131,1.0,0.48237118320610683
Sudoku-COL-AN15,4.0,1.0,4.0,4050.0,3375.0,13500.0,0.016340593750000004,7.403125e-05,4050,3375,13500,0.03366666666666667,1.0,0.4875631188118812
BridgeAndVehicles-COL-V04P05N02,15.0,11.0,56.0,28.0,52.0,326.0,0.0003175625000000001,0.004345500000000001,28,52,326,0.009,1.0,0.5181180555555558
SharedMemory-COL-000100,6.0,5.0,16.0,10401.0,20200.0,80400.0,0.07207681249999999,7.653125000000002e-05,10401,20200,80400,0.13833333333333334,1.0,0.5215904367469879
PolyORBLF-COL-S06J06T06,81.0,65.0,254.0,700.0,10740.0,89778.0,0.06131356250000001,0.0020991874999999995,700,10740,89778,0.11966666666666666,1.0,0.5299115598885794
PolyORBNT-COL-S10J80,48.0,38.0,140.0,1614.0,13500.0,119759.0,0.0781385,0.0005159062499999999,1694,13580,119919,0.14833333333333334,0.9895246824669373,0.5302544241573034
Referendum-COL-1000,4.0,3.0,6.0,3001.0,2001.0,5001.0,0.0053376875,2.9031250000000008e-05,3001,2001,5001,0.010000000000000002,1.0,0.536671875
PolyORBLF-COL-S06J06T08,81.0,65.0,254.0,894.0,14334.0,119772.0,0.08366706249999999,0.0026501562499999997,894,14334,119772,0.16066666666666665,1.0,0.5372441001037344
GlobalResAllocation-COL-05,5.0,7.0,29.0,75.0,56105.0,492760.0,0.3244500625,0.0002336875,75,56105,492760,0.6006666666666667,1.0,0.5405389844617092
PolyORBNT-COL-S10J60,48.0,38.0,140.0,1234.0,12920.0,116879.0,0.07605446875,0.0005287187499999999,1294,12980,116999,0.1416666666666667,0.9915931063472047,0.5405872058823529
PhilosophersDyn-COL-10,8.0,7.0,33.0,170.0,2310.0,18190.0,0.010854906249999999,0.00021084374999999988,170,2310,18190,0.02,1.0,0.5532874999999999
PolyORBNT-COL-S10J30,48.0,38.0,140.0,664.0,12050.0,112559.0,0.07183968749999999,0.0005196875,694,12080,112619,0.13,0.9953029591357445,0.5566105769230768
PolyORBLF-COL-S06J04T08,81.0,65.0,254.0,810.0,14014.0,118428.0,0.08214784374999999,0.0026347187499999995,810,14014,118428,0.15133333333333335,1.0,0.5602371971365637
SharedMemory-COL-000050,6.0,5.0,16.0,2701.0,5100.0,20200.0,0.016451249999999997,7.543750000000001e-05,2701,5100,20200,0.029333333333333333,1.0,0.5634098011363636
LamportFastMutEx-COL-5,18.0,17.0,68.0,137.0,260.0,1120.0,0.00113709375,0.0041263125,174,318,1380,0.009333333333333334,0.806910569105691,0.5639363839285714
Peterson-COL-4,11.0,14.0,42.0,500.0,730.0,2280.0,0.00328890625,0.0278675,500,730,2280,0.054,1.0,0.5769704861111111
FamilyReunion-COL-L00050M0005C002P002G001,104.0,66.0,198.0,12194.0,10560.0,32238.0,0.03988065624999999,0.00059246875,12245,10560,32238,0.06566666666666666,0.9977636483227362,0.616342005076142
GlobalResAllocation-COL-06,5.0,7.0,29.0,102.0,136662.0,1226388.0,0.8255176874999999,0.0002375937499999999,102,136662,1226388,1.3210000000000002,1.0,0.6250986232021194
BART-COL-002,4.0,7.0,26.0,514.0,424.0,3440.0,0.00747740625,3.3727821875,764,646,1202,5.252666666666667,0.6652482269503546,0.6435320967921055
GlobalResAllocation-COL-07,5.0,7.0,29.0,133.0,291067.0,2652580.0,1.7995687499999997,0.00023556249999999999,133,291067,2652580,2.758333333333333,1.0,0.6524970317220543
GlobalResAllocation-COL-11,5.0,7.0,29.0,297.0,2705087.0,25497868.0,17.372740625,0.000240375,297,2705087,25497868,25.87966666666667,1.0,0.6712984840093251
GlobalResAllocation-COL-10,5.0,7.0,29.0,250.0,1688410.0,15821020.0,10.676134375,0.00024596875,250,1688410,15821020,15.884666666666666,1.0,0.6721186265843372
GlobalResAllocation-COL-09,5.0,7.0,29.0,207.0,1003437.0,9334944.0,6.362184375,0.00023278125,207,1003437,9334944,9.433,1.0,0.6744850160341356
BART-COL-010,4.0,7.0,26.0,1723.0,2150.0,17460.0,0.01970409375,2.7810709375,2732,3230,6010,3.7996666666666665,0.6496142234149614,0.7371107196903238
PhilosophersDyn-COL-20,8.0,7.0,33.0,540.0,17220.0,140780.0,0.08414890625000002,0.00020571875,540,17220,140780,0.11433333333333333,1.0,0.7377955539358603
BART-COL-030,4.0,7.0,26.0,4723.0,6450.0,52380.0,0.06467400000000001,4.0850515625,7652,9690,18030,5.0616666666666665,0.644274016837735,0.8198338286137637
BART-COL-005,4.0,7.0,26.0,997.0,1095.0,8910.0,0.010425875,2.98443875,1502,1615,3005,3.625,0.6711581649021495,0.8261695517241379
BridgeAndVehicles-COL-V10P10N10,15.0,11.0,56.0,48.0,288.0,2090.0,0.001416875,0.12700684375000001,48,288,2090,0.15400000000000003,1.0,0.8339202516233767
Philosophers-COL-000200,5.0,5.0,15.0,1000.0,1000.0,3200.0,0.0027805,6.918749999999997e-05,1000,1000,3200,0.0033333333333333335,1.0,0.8549062499999999
LamportFastMutEx-COL-6,18.0,17.0,68.0,176.0,354.0,1536.0,0.0014881249999999999,0.007048625,217,420,1834,0.009666666666666667,0.8320251177394035,0.8831120689655171
SharedMemory-COL-000200,6.0,5.0,16.0,40801.0,80400.0,320800.0,0.32647809375000003,8.678125000000001e-05,40801,80400,320800,0.36933333333333335,1.0,0.8842009250902527
TokenRing-COL-200,1.0,2.0,4.0,40401.0,8040201.0,32160804.0,38.366521875,11.362759375000001,40401,8040201,32160804,55.19833333333333,1.0,0.9009199779582717
LamportFastMutEx-COL-8,18.0,17.0,68.0,266.0,584.0,2560.0,0.002329625,0.017827781249999997,315,666,2934,0.022000000000000002,0.8664627930682977,0.9162457386363634
BART-COL-040,4.0,7.0,26.0,6223.0,8600.0,69840.0,0.07640262500000002,4.860100937499999,10112,12920,24040,5.341333333333334,0.6435828412643279,0.9242081058100345
PhilosophersDyn-COL-80,8.0,7.0,33.0,6960.0,1043280.0,8780720.0,6.335464375,0.000209125,6960,1043280,8780720,6.4736666666666665,1.0,0.9786839246176818
QuasiCertifProtocol-COL-22,30.0,26.0,77.0,1966.0,356.0,4323.0,0.0042804062499999995,0.046562937500000005,1966,356,4323,0.051333333333333335,1.0,0.9904547483766235
PhilosophersDyn-COL-50,8.0,7.0,33.0,2850.0,257550.0,2154950.0,1.543114375,0.00020343750000000006,2850,257550,2154950,1.5543333333333333,1.0,0.9929130254128243
FamilyReunion-COL-L00100M0010C005P005G002,104.0,66.0,198.0,40605.0,36871.0,112728.0,0.16058015625000002,0.0005973125,40706,36871,112728,0.16166666666666665,0.998698067726259,0.9969740335051549
SharedMemory-COL-000500,6.0,5.0,16.0,252001.0,501000.0,2002000.0,2.370216875,8.171874999999999e-05,252001,501000,2002000,2.329,1.0,1.01773232878918
Peterson-COL-3,11.0,14.0,42.0,256.0,356.0,1112.0,0.0016691874999999994,0.010057343750000001,256,356,1112,0.011333333333333334,1.0,1.0346939338235293
BART-COL-020,4.0,7.0,26.0,3223.0,4300.0,34920.0,0.03749715625000001,3.610830312499999,5192,6460,12020,3.502333333333334,0.6456402334363199,1.041684820238888
