name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
QuasiCertifProtocol-COL-22,30.0,26.0,77.0,1966.0,356.0,4323.0,0.004223625,0.08511250000000001,1966,356,4323,0.051333333333333335,1.0,1.7403141233766233
Philosophers-COL-002000,5.0,5.0,15.0,10000.0,10000.0,32000.0,0.03190063636363636,6.672727272727273e-05,10000,10000,32000,0.018333333333333333,1.0,1.7436743801652892
Philosophers-COL-001000,5.0,5.0,15.0,5000.0,5000.0,16000.0,0.014741375000000001,6.1375e-05,5000,5000,16000,0.008,1.0,1.8503437500000002
TokenRing-COL-050,1.0,2.0,4.0,2601.0,127551.0,510204.0,0.545038888888889,1.518291111111111,2601,127551,510204,0.9380000000000001,1.0,2.1997121535181234
Peterson-COL-5,11.0,14.0,42.0,864.0,1302.0,4068.0,0.005689538461538463,0.06563261538461541,864,1302,4068,0.02733333333333333,1.0,2.6093470919324595
BridgeAndVehicles-COL-V20P10N10,15.0,11.0,56.0,68.0,548.0,4070.0,0.0026362857142857147,0.6810951428571428,68,548,4070,0.2403333333333333,1.0,2.844929661184863
Philosophers-COL-005000,5.0,5.0,15.0,25000.0,25000.0,80000.0,0.10273645454545455,6.454545454545455e-05,25000,25000,80000,0.033,1.0,3.115181818181818
TokenRing-COL-040,1.0,2.0,4.0,1681.0,65641.0,262564.0,0.26328914285714283,1.4542492857142852,1681,65641,262564,0.5483333333333333,1.0,3.132288927485887
TokenRing-COL-010,1.0,2.0,4.0,121.0,1111.0,4444.0,0.004906533333333333,0.11759486666666666,121,1111,4444,0.034666666666666665,1.0,3.533694230769231
BridgeAndVehicles-COL-V20P10N20,15.0,11.0,56.0,78.0,968.0,7350.0,0.004663777777777778,1.407991111111111,78,968,7350,0.323,1.0,4.373544547643618
Philosophers-COL-010000,5.0,5.0,15.0,50000.0,50000.0,160000.0,0.27594099999999994,7.3e-05,50000,50000,160000,0.06166666666666667,1.0,4.475902702702701
BridgeAndVehicles-COL-V20P20N10,15.0,11.0,56.0,68.0,548.0,4070.0,0.005639416666666667,0.6851155000000001,68,548,4070,0.14666666666666664,1.0,4.709692613636365
