name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
BridgeAndVehicles-COL-V50P50N20,15.0,11.0,56.0,138.0,2348.0,18090.0,0.009224125,0.025967624999999998,138,2348,18090,0.896,1.0,0.03927650669642856
BridgeAndVehicles-COL-V50P20N20,15.0,11.0,56.0,138.0,2348.0,18090.0,0.009137625,0.02525190625,138,2348,18090,0.867,1.0,0.03966497260668973
BridgeAndVehicles-COL-V80P50N10,15.0,11.0,56.0,188.0,2108.0,15950.0,0.008233,0.036573406249999996,188,2108,15950,1.1283333333333332,1.0,0.03971025664697194
Sudoku-COL-AN05,4.0,1.0,4.0,200.0,125.0,500.0,0.00066625,6.3875e-05,200,125,500,0.018000000000000002,1.0,0.040562499999999994
Sudoku-COL-BN09,5.0,1.0,5.0,1053.0,729.0,3645.0,0.020793749999999996,0.00226740625,1053,729,3645,0.519,1.0,0.044433827071290934
NeoElection-COL-7,18.0,22.0,98.0,509.0,784.0,4564.0,0.005620499999999999,0.0043680312499999995,7128,14240,82736,0.21933333333333335,0.06051104455260202,0.04554041603343464
BridgeAndVehicles-COL-V20P10N50,15.0,11.0,56.0,108.0,2228.0,17190.0,0.008648125,0.0168084375,108,2228,17190,0.5126666666666667,1.0,0.049655193433029904
BridgeAndVehicles-COL-V20P10N20,15.0,11.0,56.0,78.0,968.0,7350.0,0.0038760625000000006,0.012468062500000002,78,968,7350,0.323,1.0,0.050601006191950466
LamportFastMutEx-COL-2,18.0,17.0,68.0,44.0,62.0,256.0,0.00033546874999999994,0.0006771875,69,96,402,0.01966666666666667,0.6424242424242425,0.05149099576271185
BridgeAndVehicles-COL-V10P10N10,15.0,11.0,56.0,48.0,288.0,2090.0,0.0011989999999999998,0.006757687499999998,48,288,2090,0.15400000000000003,1.0,0.05166680194805193
NeoElection-COL-6,18.0,22.0,98.0,357.0,504.0,2868.0,0.00362196875,0.004072187499999999,4830,8533,49616,0.14833333333333334,0.0644316396018858,0.05187071629213483
SafeBus-COL-80,20.0,14.0,68.0,13766.0,550801.0,4308564.0,8.4123440625,0.025701187500000007,13766,550801,4308564,161.049,1.0,0.052394272861054705
AirplaneLD-COL-1000,20.0,15.0,56.0,7019.0,8008.0,30528.0,0.025531218749999997,0.00016509375,7019,8008,30528,0.4843333333333333,1.0,0.053055015485203035
BridgeAndVehicles-COL-V20P10N10,15.0,11.0,56.0,68.0,548.0,4070.0,0.0022406874999999996,0.011026062499999998,68,548,4070,0.2403333333333333,1.0,0.05520145631067961
BridgeAndVehicles-COL-V20P20N20,15.0,11.0,56.0,78.0,968.0,7350.0,0.003894562500000001,0.012833906249999997,78,968,7350,0.291,1.0,0.0574861469072165
Philosophers-COL-000020,5.0,5.0,15.0,100.0,100.0,320.0,0.00031809374999999996,6.815624999999998e-05,100,100,320,0.006666666666666667,1.0,0.05793749999999999
SafeBus-COL-50,20.0,14.0,68.0,5606.0,140251.0,1083354.0,1.5509153124999997,0.01588715625,5606,140251,1083354,25.11866666666667,1.0,0.062376020572349894
Referendum-COL-0200,4.0,3.0,6.0,601.0,401.0,1001.0,0.0010593125,2.5968749999999998e-05,601,401,1001,0.017333333333333336,1.0,0.0626123798076923
TokenRing-COL-005,1.0,2.0,4.0,36.0,156.0,624.0,0.0006720937499999998,0.0012246875000000003,36,156,624,0.030000000000000002,1.0,0.06322604166666666
BridgeAndVehicles-COL-V50P20N10,15.0,11.0,56.0,128.0,1328.0,10010.0,0.0051769375,0.023791125000000007,128,1328,10010,0.45233333333333325,1.0,0.06404140567428153
BridgeAndVehicles-COL-V20P20N50,15.0,11.0,56.0,108.0,2228.0,17190.0,0.008702999999999997,0.01701346875,108,2228,17190,0.39866666666666667,1.0,0.0645061925167224
BridgeAndVehicles-COL-V50P50N10,15.0,11.0,56.0,128.0,1328.0,10010.0,0.00518984375,0.024200375000000003,128,1328,10010,0.43999999999999995,1.0,0.06679595170454547
DotAndBoxes-COL-2,8.0,8.0,44.0,54.0,64.0,576.0,0.0007049375,0.0034726250000000005,66,164,1616,0.06133333333333333,0.5130434782608696,0.0681124320652174
NeoElection-COL-5,18.0,22.0,98.0,254.0,315.0,1755.0,0.0023510312499999994,0.0041968125,3090,4746,27594,0.09166666666666667,0.07261357835630423,0.07143102272727271
Philosophers-COL-000005,5.0,5.0,15.0,25.0,25.0,80.0,0.0001020625,6.628124999999999e-05,25,25,80,0.0023333333333333335,1.0,0.07214732142857141
NeoElection-COL-3,18.0,22.0,98.0,100.0,87.0,447.0,0.00080028125,0.0028612812500000005,972,1048,6032,0.046000000000000006,0.09257425742574257,0.0795991847826087
SharedMemory-COL-000020,6.0,5.0,16.0,481.0,840.0,3280.0,0.0027251562499999993,8.303125000000003e-05,481,840,3280,0.03366666666666667,1.0,0.08341150990099007
DatabaseWithMutex-COL-20,11.0,8.0,22.0,3260.0,3200.0,23200.0,0.01997471875,0.000304625,3260,3200,23200,0.22533333333333336,1.0,0.08999708764792898
BridgeAndVehicles-COL-V20P20N10,15.0,11.0,56.0,68.0,548.0,4070.0,0.00224703125,0.011039843750000002,68,548,4070,0.14666666666666664,1.0,0.09059232954545457
Philosophers-COL-000010,5.0,5.0,15.0,50.0,50.0,160.0,0.00017415625000000005,7.428125e-05,50,50,160,0.0026666666666666666,1.0,0.09316406250000003
FamilyReunion-COL-L00020M0002C001P001G001,104.0,66.0,198.0,3271.0,2753.0,8446.0,0.009958093749999999,0.0005928750000000002,3292,2753,8446,0.11166666666666665,0.9965260545905708,0.09448628731343284
CSRepetitions-COL-10,6.0,5.0,15.0,1311.0,2300.0,8700.0,0.00728375,7.218749999999999e-05,1311,2300,8700,0.077,1.0,0.09553165584415585
SafeBus-COL-15,20.0,14.0,68.0,636.0,4801.0,34684.0,0.02744809375,0.00445884375,636,4801,34684,0.33066666666666666,1.0,0.09649275453629032
SafeBus-COL-20,20.0,14.0,68.0,1046.0,10501.0,77544.0,0.0685175625,0.006113812500000001,1046,10501,77544,0.7696666666666666,1.0,0.09696584019055869
QuasiCertifProtocol-COL-02,30.0,26.0,77.0,86.0,56.0,223.0,0.00029315625,0.0003235937500000001,86,56,223,0.006333333333333333,1.0,0.09738157894736844
PhilosophersDyn-COL-03,8.0,7.0,33.0,30.0,84.0,564.0,0.0004793749999999999,0.00020603125,30,84,564,0.006666666666666667,1.0,0.10281093749999996
SharedMemory-COL-000005,6.0,5.0,16.0,46.0,60.0,220.0,0.00024134374999999997,7.815625e-05,46,60,220,0.0030000000000000005,1.0,0.10649999999999997
Philosophers-COL-000050,5.0,5.0,15.0,250.0,250.0,800.0,0.0007242812499999999,6.646874999999999e-05,250,250,800,0.007333333333333333,1.0,0.10782954545454544
NeoElection-COL-4,18.0,22.0,98.0,169.0,180.0,972.0,0.0014365312499999999,0.0038958749999999996,1830,2390,13865,0.046000000000000006,0.08270142180094786,0.11592187499999998
Philosophers-COL-000100,5.0,5.0,15.0,500.0,500.0,1600.0,0.0014119374999999998,7.1125e-05,500,500,1600,0.012666666666666668,1.0,0.11708388157894734
AirplaneLD-COL-2000,20.0,15.0,56.0,14019.0,16008.0,61028.0,0.061858875,0.00015390625,14019,16008,61028,0.5256666666666666,1.0,0.11796978043753965
Peterson-COL-4,11.0,14.0,42.0,500.0,730.0,2280.0,0.0029009687499999995,0.00415165625,500,730,2280,0.054,1.0,0.13060416666666666
Sudoku-COL-AN08,4.0,1.0,4.0,704.0,512.0,2048.0,0.00249328125,6.15e-05,704,512,2048,0.01833333333333333,1.0,0.13935170454545456
PermAdmissibility-COL-01,40.0,16.0,83.0,168.0,592.0,3456.0,0.002284593750000001,0.00199653125,208,1024,5984,0.030333333333333337,0.6168831168831169,0.14113598901098903
Sudoku-COL-AN09,4.0,1.0,4.0,972.0,729.0,2916.0,0.0035097812500000003,6.515625e-05,972,729,2916,0.025000000000000005,1.0,0.1429975
PermAdmissibility-COL-20,40.0,16.0,83.0,168.0,592.0,3456.0,0.00232865625,0.0028892812500000004,208,1024,5984,0.035333333333333335,0.6168831168831169,0.14767747641509435
QuasiCertifProtocol-COL-06,30.0,26.0,77.0,270.0,116.0,659.0,0.000682125,0.0009260937499999998,270,116,659,0.010666666666666666,1.0,0.15077050781249998
TokenRing-COL-010,1.0,2.0,4.0,121.0,1111.0,4444.0,0.0042204374999999985,0.0013447187500000002,121,1111,4444,0.034666666666666665,1.0,0.1605333533653846
SafeBus-COL-10,20.0,14.0,68.0,326.0,1651.0,11474.0,0.0068284999999999995,0.002378031250000001,326,1651,11474,0.056999999999999995,1.0,0.1615180921052632
PolyORBLF-COL-S02J04T06,81.0,65.0,254.0,476.0,920.0,4242.0,0.0038087812499999992,0.0021031875,476,920,4242,0.035,1.0,0.16891339285714282
Referendum-COL-0500,4.0,3.0,6.0,1501.0,1001.0,2501.0,0.00259984375,2.6562500000000002e-05,1501,1001,2501,0.015333333333333332,1.0,0.1712873641304348
LamportFastMutEx-COL-7,18.0,17.0,68.0,219.0,462.0,2016.0,0.00186728125,0.003849406249999999,264,536,2352,0.03266666666666667,0.85125,0.175000637755102
PolyORBLF-COL-S02J06T06,81.0,65.0,254.0,536.0,1064.0,4866.0,0.004393281249999999,0.00211215625,536,1064,4866,0.037,1.0,0.17582263513513513
Sudoku-COL-AN13,4.0,1.0,4.0,2704.0,2197.0,8788.0,0.010635937500000003,6.078125e-05,2704,2197,8788,0.05766666666666667,1.0,0.18549223265895956
DrinkVendingMachine-COL-10,6.0,7.0,28.0,120.0,111160.0,1026520.0,0.5536563437499998,0.00020593749999999996,120,111160,1026520,2.9776666666666665,1.0,0.1860054677879771
DotAndBoxes-COL-5,8.0,8.0,44.0,356.0,10424.0,121568.0,0.096816125,0.02785090625,360,10472,121760,0.617,0.9951994091580503,0.20205353525121558
PolyORBLF-COL-S02J04T08,81.0,65.0,254.0,614.0,1242.0,5732.0,0.0050896249999999995,0.00265284375,614,1242,5732,0.037333333333333336,1.0,0.2073875558035714
DotAndBoxes-COL-4,8.0,8.0,44.0,230.0,3920.0,45056.0,0.03547571875,0.02035040625,234,3956,45200,0.26633333333333337,0.9904534606205251,0.20960998122653315
PolyORBNT-COL-S05J40,48.0,38.0,140.0,629.0,1590.0,10704.0,0.008084562500000001,0.00051878125,669,1630,10784,0.041,0.9652022618529795,0.20983765243902439
PolyORBLF-COL-S02J06T08,81.0,65.0,254.0,690.0,1434.0,6564.0,0.005849249999999998,0.0026484062499999997,690,1434,6564,0.03966666666666666,1.0,0.21422662815126045
LamportFastMutEx-COL-4,18.0,17.0,68.0,102.0,180.0,768.0,0.00079434375,0.001919125,135,230,990,0.012333333333333335,0.7726027397260274,0.22001097972972972
TokenRing-COL-015,1.0,2.0,4.0,256.0,3616.0,14464.0,0.013231156250000002,0.0013557499999999998,256,3616,14464,0.06399999999999999,1.0,0.2279204101562501
SafeBus-COL-06,20.0,14.0,68.0,150.0,463.0,3022.0,0.0020469375000000006,0.00103734375,150,463,3022,0.013333333333333334,1.0,0.23132109375000004
AirplaneLD-COL-4000,20.0,15.0,56.0,28019.0,32008.0,122028.0,0.14769543749999997,0.00016675000000000001,28019,32008,122028,0.6166666666666666,1.0,0.23977652027027024
PolyORBLF-COL-S04J04T08,81.0,65.0,254.0,712.0,4012.0,27744.0,0.0207321875,0.002636125,712,4012,27744,0.09733333333333333,1.0,0.24008540239726028
PolyORBNT-COL-S05J30,48.0,38.0,140.0,489.0,1400.0,9764.0,0.007234218750000001,0.00051703125,519,1430,9824,0.03133333333333333,0.9692149820420729,0.24738031914893624
PolyORBNT-COL-S05J60,48.0,38.0,140.0,909.0,1970.0,12584.0,0.009774656249999998,0.00052290625,969,2030,12704,0.04133333333333333,0.9599866622207403,0.24913457661290317
DrinkVendingMachine-COL-16,6.0,7.0,28.0,192.0,1118560.0,10642624.0,6.300750625000001,0.00022478124999999996,192,1118560,10642624,25.116666666666664,1.0,0.2508682975282018
PermAdmissibility-COL-50,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022819374999999997,0.00258028125,208,1024,5984,0.019333333333333334,0.6168831168831169,0.25149407327586204
QuasiCertifProtocol-COL-10,30.0,26.0,77.0,550.0,176.0,1287.0,0.0012805937500000003,0.0030302500000000004,550,176,1287,0.017,1.0,0.2535790441176471
DotAndBoxes-COL-3,8.0,8.0,44.0,132.0,1072.0,11968.0,0.009654500000000003,0.015233125,136,1096,12064,0.09799999999999999,0.9772727272727273,0.2539553571428572
DrinkVendingMachine-COL-24,6.0,7.0,28.0,288.0,8308944.0,80375328.0,43.970703125,0.00020843749999999996,288,8308944,80375328,160.07433333333333,1.0,0.2746905806000546
PolyORBNT-COL-S05J20,48.0,38.0,140.0,349.0,1210.0,8824.0,0.006425031249999999,0.0005172187500000001,369,1230,8864,0.025000000000000005,0.9749843652282677,0.27768999999999994
PolyORBLF-COL-S02J06T10,81.0,65.0,254.0,844.0,1812.0,8302.0,0.007349124999999999,0.00330603125,844,1812,8302,0.03833333333333333,1.0,0.27796059782608695
Sudoku-COL-AN07,4.0,1.0,4.0,490.0,343.0,1372.0,0.0017222812500000003,6.615625e-05,490,343,1372,0.006333333333333333,1.0,0.2823848684210527
Sudoku-COL-AN14,4.0,1.0,4.0,3332.0,2744.0,10976.0,0.01291171875,6.71875e-05,3332,2744,10976,0.045000000000000005,1.0,0.28842013888888884
QuasiCertifProtocol-COL-22,30.0,26.0,77.0,1966.0,356.0,4323.0,0.00419184375,0.01062475,1966,356,4323,0.051333333333333335,1.0,0.2886349431818182
PermAdmissibility-COL-02,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022955624999999994,0.0013481874999999996,208,1024,5984,0.012000000000000002,0.6168831168831169,0.3036458333333332
PolyORBLF-COL-S02J04T10,81.0,65.0,254.0,752.0,1572.0,7262.0,0.00640078125,0.003300906250000001,752,1572,7262,0.03133333333333333,1.0,0.30962832446808514
PolyORBNT-COL-S05J80,48.0,38.0,140.0,1189.0,2350.0,14464.0,0.011336156250000002,0.00052503125,1269,2430,14624,0.038,0.9567450662341174,0.3121365131578948
PolyORBLF-COL-S04J04T06,81.0,65.0,254.0,554.0,2998.0,20754.0,0.015368562499999995,0.00210003125,554,2998,20754,0.05566666666666666,1.0,0.31380707335329333
LamportFastMutEx-COL-8,18.0,17.0,68.0,266.0,584.0,2560.0,0.0023201874999999998,0.00477365625,315,666,2934,0.022000000000000002,0.8664627930682977,0.32244744318181817
Peterson-COL-5,11.0,14.0,42.0,864.0,1302.0,4068.0,0.004940937499999999,0.0042209375,864,1302,4068,0.02733333333333333,1.0,0.3351905487804878
Peterson-COL-2,11.0,14.0,42.0,108.0,138.0,432.0,0.0006938749999999999,0.0020686562500000006,108,138,432,0.008,1.0,0.3453164062500001
DatabaseWithMutex-COL-40,11.0,8.0,22.0,12920.0,12800.0,156800.0,0.14322459375,0.0003966562500000001,12920,12800,156800,0.4136666666666666,1.0,0.34719077356970185
PermAdmissibility-COL-05,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022839374999999995,0.0028748124999999998,208,1024,5984,0.014666666666666668,0.6168831168831169,0.35173295454545445
PolyORBLF-COL-S04J06T06,81.0,65.0,254.0,618.0,3190.0,21570.0,0.015995062499999997,0.0021235625,618,3190,21570,0.050333333333333334,1.0,0.3599726821192052
PermAdmissibility-COL-10,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022778749999999995,0.0025854687500000005,208,1024,5984,0.013,0.6168831168831169,0.3741033653846154
Sudoku-COL-AN16,4.0,1.0,4.0,4864.0,4096.0,16384.0,0.020537562500000002,6.206249999999998e-05,4864,4096,16384,0.054333333333333324,1.0,0.3791342024539879
LamportFastMutEx-COL-5,18.0,17.0,68.0,137.0,260.0,1120.0,0.0011224375,0.0024636249999999997,174,318,1380,0.009333333333333334,0.806910569105691,0.3842209821428571
TokenRing-COL-020,1.0,2.0,4.0,441.0,8421.0,33684.0,0.032343375,0.001376875,441,8421,33684,0.08733333333333333,1.0,0.3861097328244275
Sudoku-COL-AN10,4.0,1.0,4.0,1300.0,1000.0,4000.0,0.004832750000000001,6.790625e-05,1300,1000,4000,0.012666666666666666,1.0,0.3868939144736843
PolyORBNT-COL-S10J40,48.0,38.0,140.0,854.0,12340.0,113999.0,0.07331009375000001,0.0005221249999999999,894,12380,114079,0.18333333333333335,0.9939731806539099,0.4027211931818182
GlobalResAllocation-COL-03,5.0,7.0,29.0,33.0,4791.0,38652.0,0.025825031250000005,0.00024059374999999995,33,4791,38652,0.06466666666666666,1.0,0.40307667525773205
Sudoku-COL-AN12,4.0,1.0,4.0,2160.0,1728.0,6912.0,0.008235749999999997,6.565625e-05,2160,1728,6912,0.02,1.0,0.41507031249999987
Peterson-COL-3,11.0,14.0,42.0,256.0,356.0,1112.0,0.0015064375,0.00327428125,256,356,1112,0.011333333333333334,1.0,0.4218281249999999
PolyORBLF-COL-S06J06T04,81.0,65.0,254.0,506.0,7154.0,59824.0,0.04181649999999999,0.00156103125,506,7154,59824,0.10266666666666664,1.0,0.4225084212662338
QuasiCertifProtocol-COL-18,30.0,26.0,77.0,1398.0,296.0,3119.0,0.0030617500000000002,0.00735753125,1398,296,3119,0.024000000000000004,1.0,0.43413671874999993
PolyORBLF-COL-S06J04T04,81.0,65.0,254.0,454.0,6994.0,59152.0,0.04069696874999999,0.0015392812500000003,454,6994,59152,0.09566666666666666,1.0,0.44149390243902437
Sudoku-COL-AN06,4.0,1.0,4.0,324.0,216.0,864.0,0.0011177187500000002,7.071875e-05,324,216,864,0.0026666666666666666,1.0,0.4456640625000001
PolyORBLF-COL-S04J06T08,81.0,65.0,254.0,792.0,4268.0,28832.0,0.021978500000000005,0.0026647187500000004,792,4268,28832,0.054,1.0,0.4563559027777779
Sudoku-COL-AN11,4.0,1.0,4.0,1694.0,1331.0,5324.0,0.00634075,6.828125000000001e-05,1694,1331,5324,0.013999999999999999,1.0,0.45778794642857146
PolyORBNT-COL-S10J20,48.0,38.0,140.0,474.0,11760.0,111119.0,0.07029534375,0.00050765625,494,11780,111159,0.15166666666666664,0.9967410787029494,0.4668329670329671
LamportFastMutEx-COL-6,18.0,17.0,68.0,176.0,354.0,1536.0,0.0014648125,0.00309509375,217,420,1834,0.009666666666666667,0.8320251177394035,0.47171443965517246
PolyORBLF-COL-S06J04T06,81.0,65.0,254.0,632.0,10500.0,88770.0,0.06061874999999998,0.002111875,632,10500,88770,0.131,1.0,0.47885973282442734
PolyORBLF-COL-S04J04T10,81.0,65.0,254.0,870.0,5034.0,34774.0,0.025939406250000005,0.00329640625,870,5034,34774,0.061,1.0,0.47927561475409847
PolyORBLF-COL-S04J06T10,81.0,65.0,254.0,966.0,5354.0,36134.0,0.027525531250000002,0.0033088749999999998,966,5354,36134,0.064,1.0,0.48178759765625
Sudoku-COL-AN15,4.0,1.0,4.0,4050.0,3375.0,13500.0,0.01637346875,6.671875e-05,4050,3375,13500,0.03366666666666667,1.0,0.4883224009900989
BridgeAndVehicles-COL-V04P05N02,15.0,11.0,56.0,28.0,52.0,326.0,0.00032015625,0.0042744375,28,52,326,0.009,1.0,0.5105104166666666
QuasiCertifProtocol-COL-32,30.0,26.0,77.0,3806.0,506.0,8173.0,0.0085324375,0.023856687499999994,3806,506,8173,0.062,1.0,0.5224052419354838
TokenRing-COL-040,1.0,2.0,4.0,1681.0,65641.0,262564.0,0.28734728124999986,0.001420625,1681,65641,262564,0.5483333333333333,1.0,0.5266284004559268
PolyORBNT-COL-S10J80,48.0,38.0,140.0,1614.0,13500.0,119759.0,0.07795240625,0.0005243750000000001,1694,13580,119919,0.14833333333333334,0.9895246824669373,0.5290569522471908
TokenRing-COL-030,1.0,2.0,4.0,961.0,27931.0,111724.0,0.11062075000000002,0.0013896874999999999,961,27931,111724,0.21133333333333335,1.0,0.5300178430599369
Referendum-COL-1000,4.0,3.0,6.0,3001.0,2001.0,5001.0,0.005319687499999999,2.540625e-05,3001,2001,5001,0.010000000000000002,1.0,0.5345093749999998
PolyORBNT-COL-S10J60,48.0,38.0,140.0,1234.0,12920.0,116879.0,0.0752880625,0.0005154375,1294,12980,116999,0.1416666666666667,0.9915931063472047,0.5350835294117646
Peterson-COL-7,11.0,14.0,42.0,2048.0,3208.0,10032.0,0.012142062500000002,0.00587384375,2048,3208,10032,0.03366666666666667,1.0,0.5351259282178218
PolyORBLF-COL-S06J06T08,81.0,65.0,254.0,894.0,14334.0,119772.0,0.08341700000000002,0.0026451562500000004,894,14334,119772,0.16066666666666665,1.0,0.5356565741701247
