name,Bplaces,Btransitions,Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,trunk-Aplaces,trunk-Atransitions,trunk-Aarcs,trunk-unfoldingtime,size_ratio,unfolding_ratio
SharedMemory-COL-001000,6,5,16,1004001,2002000,8004000,9.944308750000001,8.009374999999998e-05,1004001.0,2002000.0,8004000.0,215.78878125000003,1.0,0.046083901054286155
NeoElection-COL-8,18,22,98,823,1280,7712,0.009072843749999998,0.0020939687500000003,10062.0,22428.0,130167.0,0.14738075000000003,0.06472760849492151,0.07576846026363684
NeoElection-COL-7,18,22,98,595,868,5152,0.006357843750000001,0.00203478125,7128.0,14240.0,82736.0,0.09258718749999999,0.06846686634219394,0.09064564143931904
NeoElection-COL-6,18,22,98,415,558,3246,0.00403909375,0.0017773750000000003,4830.0,8533.0,49616.0,0.0548725,0.07281299109481404,0.10599970385894575
NeoElection-COL-5,18,22,98,277,335,1895,0.00247065625,0.00151165625,3090.0,4746.0,27594.0,0.03080296875,0.0781010719754977,0.12928339902302435
SharedMemory-COL-000500,6,5,16,252001,501000,2002000,2.5756409375,8.134375e-05,252001.0,501000.0,2002000.0,14.725990625000001,1.0,0.17490994981874092
FamilyReunion-COL-L01200M0120C060P060G030,104,66,198,4612908,4405329,13507769,24.3228875,0.0006109687500000002,4614109.0,4405329.0,13507769.0,138.92840625,0.9998668431447725,0.17507937451596584
NeoElection-COL-4,18,22,98,175,185,1007,0.001457,0.0017460937499999994,1830.0,2390.0,13865.0,0.015269124999999998,0.08530805687203792,0.20977585487053121
FamilyReunion-COL-L00800M0080C040P040G020,104,66,198,2075308,1976909,6061249,10.516683125000004,0.0005950625000000001,2076109.0,1976909.0,6061249.0,32.75216249999999,0.9998023694935477,0.3211170617360001
NeoElection-COL-3,18,22,98,102,90,462,0.0008257499999999998,0.0017048125000000002,972.0,1048.0,6032.0,0.006810718749999999,0.09504950495049505,0.371555865524472
SharedMemory-COL-000200,6,5,16,40801,80400,320800,0.3334515624999999,8.268750000000001e-05,40801.0,80400.0,320800.0,0.6311875312500002,1.0,0.5284233820960794
BridgeAndVehicles-COL-V80P20N50,15,11,56,228,8588,67470,0.034234125,0.022848156249999998,228.0,8588.0,67470.0,0.09734712499999999,1.0,0.5863787066130612
BridgeAndVehicles-COL-V80P50N50,15,11,56,228,8588,67470,0.034182687499999996,0.023005343749999997,228.0,8588.0,67470.0,0.09724050000000002,1.0,0.5881091854731308
NeoElection-COL-2,18,22,98,43,23,103,0.00032596875000000003,0.0012479062499999999,438.0,375.0,2106.0,0.0024661874999999996,0.08118081180811808,0.6381814034820954
FamilyReunion-COL-L00400M0040C020P020G001,104,66,198,537708,508489,1558729,2.8195228124999994,0.0005987499999999999,538109.0,508489.0,1558729.0,4.03778875,0.9996168538445516,0.6984321709500031
BridgeAndVehicles-COL-V50P20N50,15,11,56,168,5408,42330,0.0215975625,0.01570203125,168.0,5408.0,42330.0,0.04580875000000001,1.0,0.8142460501541734
BridgeAndVehicles-COL-V50P50N50,15,11,56,168,5408,42330,0.0215180625,0.0162796875,168.0,5408.0,42330.0,0.04578574999999999,1.0,0.8255352374920146
BridgeAndVehicles-COL-V80P20N20,15,11,56,198,3728,28830,0.014482156249999998,0.019850625000000004,198.0,3728.0,28830.0,0.040986625,1.0,0.837658168975855
BridgeAndVehicles-COL-V80P50N20,15,11,56,198,3728,28830,0.014351125000000003,0.01987534375,198.0,3728.0,28830.0,0.04085734375,1.0,0.8377066546329264
SharedMemory-COL-000100,6,5,16,10401,20200,80400,0.07455190625,8.543750000000001e-05,10401.0,20200.0,80400.0,0.08707206250000002,1.0,0.8571904880512043
FamilyReunion-COL-L00200M0020C010P010G005,104,66,198,143908,134279,411469,0.67252771875,0.0006001562499999999,144109.0,134279.0,411469.0,0.7805230937499998,0.9992779861200913,0.8624060971290128
Philosophers-COL-100000,5,5,15,500000,500000,1600000,10.559528125,7.881250000000003e-05,500000.0,500000.0,1600000.0,12.166037500000002,1.0,0.8679577830908378
Referendum-COL-1000,4,3,6,3001,2001,5001,0.0052943437500000004,3.309375e-05,3001.0,2001.0,5001.0,0.00569334375,1.0,0.9357308699303465
Philosophers-COL-050000,5,5,15,250000,250000,800000,3.375854375000001,7.68125e-05,250000.0,250000.0,800000.0,3.5837065625,1.0,0.9420222132095953
FamilyReunion-COL-L00100M0010C005P005G002,104,66,198,40605,36871,112728,0.15818928124999995,0.0005970937499999998,40706.0,36871.0,112728.0,0.16148865624999997,0.998698067726259,0.9832664329944226
GlobalResAllocation-COL-06,5,7,29,102,136662,1226388,0.81409890625,0.00023762499999999993,102.0,136662.0,1226388.0,0.8201120624999999,1.0,0.9929576316285437
PermAdmissibility-COL-02,40,16,83,168,592,3456,0.0022161875000000003,0.0008708124999999998,208.0,1024.0,5984.0,0.00309365625,0.6168831168831169,0.9978484196490803
DrinkVendingMachine-COL-24,6,7,28,288,8308944,80375328,44.028228125000005,0.00020240625000000003,288.0,8308944.0,80375328.0,43.93735937500001,1.0,1.0020727498772222
Referendum-COL-0500,4,3,6,1501,1001,2501,0.00261659375,3.1843750000000005e-05,1501.0,1001.0,2501.0,0.0026189062499999993,1.0,1.011276176839091
PolyORBNT-COL-S10J30,48,38,140,664,12050,112559,0.07207165625,0.0005199062500000001,694.0,12080.0,112619.0,0.07149609374999998,0.9953029591357445,1.015322078347812
DatabaseWithMutex-COL-40,11,8,22,12920,12800,156800,0.13247578125,0.000331875,12920.0,12800.0,156800.0,0.1307023125,1.0,1.0161079303780491
PolyORBNT-COL-S10J80,48,38,140,1614,13500,119759,0.078716375,0.0005183125000000001,1694.0,13580.0,119919.0,0.07768771875,0.9895246824669373,1.0199126551131998
GlobalResAllocation-COL-11,5,7,29,297,2705087,25497868,17.15168125,0.00024124999999999996,297.0,2705087.0,25497868.0,16.77205625,1.0,1.022648758407306
PolyORBNT-COL-S10J20,48,38,140,474,11760,111119,0.0706964375,0.0005205937500000001,494.0,11780.0,111159.0,0.0696324375,0.9967410787029494,1.0227565457549868
GlobalResAllocation-COL-07,5,7,29,133,291067,2652580,1.802153125,0.00024209375,133.0,291067.0,2652580.0,1.7606550000000003,1.0,1.0237072105267642
DatabaseWithMutex-COL-20,11,8,22,3260,3200,23200,0.01992803125,0.00024596874999999993,3260.0,3200.0,23200.0,0.019668000000000005,1.0,1.0257270693512301
DrinkVendingMachine-COL-10,6,7,28,120,111160,1026520,0.5530523125,0.00021424999999999995,120.0,111160.0,1026520.0,0.53805965625,1.0,1.0282624911073697
PolyORBNT-COL-S10J60,48,38,140,1234,12920,116879,0.07611975000000001,0.0005219374999999999,1294.0,12980.0,116999.0,0.07452696875,0.9915931063472047,1.0283752148446264
PolyORBNT-COL-S10J40,48,38,140,854,12340,113999,0.07296609375000002,0.00052746875,894.0,12380.0,114079.0,0.07131590625000002,0.9939731806539099,1.0305353512912836
GlobalResAllocation-COL-05,5,7,29,75,56105,492760,0.3244728125000001,0.00024228124999999996,75.0,56105.0,492760.0,0.31371390624999995,1.0,1.0350675799855464
SharedMemory-COL-000050,6,5,16,2701,5100,20200,0.01685984375,8.7e-05,2701.0,5100.0,20200.0,0.016372124999999998,1.0,1.035103491452698
GlobalResAllocation-COL-10,5,7,29,250,1688410,15821020,10.743784375,0.00023950000000000002,250.0,1688410.0,15821020.0,10.337165625000003,1.0,1.0393587821613333
GlobalResAllocation-COL-03,5,7,29,33,4791,38652,0.026079500000000005,0.0002442812500000001,33.0,4791.0,38652.0,0.025313281250000003,1.0,1.0399197555631
