name,Bplaces,Btransitions,Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,trunk-Aplaces,trunk-Atransitions,trunk-Aarcs,trunk-unfoldingtime,size_ratio,unfolding_ratio
Philosophers-COL-005000,5,5,15,25000,25000,80000,0.10747240625,7.646875e-05,25000.0,25000.0,80000.0,0.10342012500000003,1.0,1.039922113805219
AirplaneLD-COL-1000,20,15,56,7019,8008,30528,0.025067312500000005,0.00015350000000000002,7019.0,8008.0,30528.0,0.024209562499999997,1.0,1.041770684621005
DatabaseWithMutex-COL-20,11,8,22,3260,3200,23200,0.020051593750000003,0.0004557499999999999,3260.0,3200.0,23200.0,0.019668000000000005,1.0,1.0426756025015254
PhilosophersDyn-COL-10,8,7,33,170,2310,18190,0.010854906249999999,0.00021084374999999988,170.0,2310.0,18190.0,0.010588437500000004,1.0,1.0450786530118343
GlobalResAllocation-COL-09,5,7,29,207,1003437,9334944,6.362184375,0.00023278125,207.0,1003437.0,9334944.0,6.051768125000001,1.0,1.051331945446935
CSRepetitions-COL-10,6,5,15,1311,2300,8700,0.007301968749999999,7.012499999999998e-05,1311.0,2300.0,8700.0,0.007005843750000001,1.0,1.0522777859554744
Philosophers-COL-000500,5,5,15,2500,2500,8000,0.006964406249999998,6.98125e-05,2500.0,2500.0,8000.0,0.006664343750000002,1.0,1.0555005884863
AirplaneLD-COL-0500,20,15,56,3519,4008,15278,0.011900125000000001,0.00015625000000000003,3519.0,4008.0,15278.0,0.011417718750000002,1.0,1.0559355387870277
FamilyReunion-COL-L00050M0005C002P002G001,104,66,198,12194,10560,32238,0.03988065624999999,0.00059246875,12245.0,10560.0,32238.0,0.03825575,0.9977636483227362,1.0579618750122528
PolyORBLF-COL-S06J06T06,81,65,254,700,10740,89778,0.06131356250000001,0.0020991874999999995,700.0,10740.0,89778.0,0.059899562499999996,1.0,1.0586513048404989
AirplaneLD-COL-2000,20,15,56,14019,16008,61028,0.05809568750000001,0.00014546874999999998,14019.0,16008.0,61028.0,0.05497637499999999,1.0,1.059385167719771
DrinkVendingMachine-COL-16,6,7,28,192,1118560,10642624,6.346762812500001,0.00022162500000000003,192.0,1118560.0,10642624.0,5.986439687500001,1.0,1.060226907614694
PhilosophersDyn-COL-20,8,7,33,540,17220,140780,0.08414890625000002,0.00020571875,540.0,17220.0,140780.0,0.07908974999999999,1.0,1.0665683606282739
Referendum-COL-0200,4,3,6,601,401,1001,0.0010639374999999998,3.56875e-05,601.0,401.0,1001.0,0.0010200937500000002,1.0,1.0779646478571205
Philosophers-COL-001000,5,5,15,5000,5000,16000,0.0152053125,6.35e-05,5000.0,5000.0,16000.0,0.014160812499999996,1.0,1.0782440979287031
PolyORBLF-COL-S06J04T08,81,65,254,810,14014,118428,0.08214784374999999,0.0026347187499999995,810.0,14014.0,118428.0,0.0786276875,1.0,1.078278723382269
PolyORBLF-COL-S06J04T06,81,65,254,632,10500,88770,0.061078281250000005,0.00211234375,632.0,10500.0,88770.0,0.05856446874999999,1.0,1.0789925418729256
Philosophers-COL-002000,5,5,15,10000,10000,32000,0.032636562499999994,6.399999999999997e-05,10000.0,10000.0,32000.0,0.030241999999999998,1.0,1.0812962932345744
AirplaneLD-COL-0200,20,15,56,1419,1608,6128,0.0046215625,0.00016496875000000002,1419.0,1608.0,6128.0,0.004426656249999999,1.0,1.0812972545586752
PolyORBLF-COL-S06J06T04,81,65,254,506,7154,59824,0.0415220625,0.0015518124999999998,506.0,7154.0,59824.0,0.039784531250000005,1.0,1.0826789620651869
PhilosophersDyn-COL-80,8,7,33,6960,1043280,8780720,6.335464375,0.000209125,6960.0,1043280.0,8780720.0,5.844586249999998,1.0,1.0840242968439386
Philosophers-COL-000200,5,5,15,1000,1000,3200,0.0027805,6.918749999999997e-05,1000.0,1000.0,3200.0,0.0026254687500000006,1.0,1.0854014164137353
PolyORBLF-COL-S06J04T04,81,65,254,454,6994,59152,0.04077065625,0.0015517499999999997,454.0,6994.0,59152.0,0.038892437499999995,1.0,1.0881911489862266
PolyORBNT-COL-S05J80,48,38,140,1189,2350,14464,0.011364437499999998,0.0005147812499999999,1269.0,2430.0,14624.0,0.010840125,0.9567450662341174,1.0958562516576145
SafeBus-COL-15,20,14,68,636,4801,34684,0.0200075,0.006451874999999999,636.0,4801.0,34684.0,0.02414275,1.0,1.095955307493968
PolyORBNT-COL-S05J40,48,38,140,629,1590,10704,0.008041437499999998,0.00051975,669.0,1630.0,10784.0,0.0078039999999999984,0.9652022618529795,1.097025563813429
PolyORBLF-COL-S06J06T08,81,65,254,894,14334,119772,0.08366706249999999,0.0026501562499999997,894.0,14334.0,119772.0,0.07866687500000004,1.0,1.0972498748679154
CSRepetitions-COL-07,6,5,15,498,833,3087,0.0026302499999999998,6.812499999999999e-05,498.0,833.0,3087.0,0.002453093750000001,1.0,1.0999885348857943
AirplaneLD-COL-0100,20,15,56,719,808,3078,0.00231725,0.00014803125000000002,719.0,808.0,3078.0,0.0022282500000000006,1.0,1.10637551890497
PhilosophersDyn-COL-50,8,7,33,2850,257550,2154950,1.543114375,0.00020343750000000006,2850.0,257550.0,2154950.0,1.386170625,1.0,1.11336785289329
Referendum-COL-0100,4,3,6,301,201,501,0.0005466562500000002,2.825e-05,301.0,201.0,501.0,0.0005155312499999999,1.0,1.1151724555979878
PolyORBNT-COL-S05J30,48,38,140,489,1400,9764,0.007226093750000001,0.0005229062499999998,519.0,1430.0,9824.0,0.0069369375,0.9692149820420729,1.1170635456928941
PolyORBNT-COL-S05J60,48,38,140,909,1970,12584,0.009771093750000001,0.0005142187500000001,969.0,2030.0,12704.0,0.00916271875,0.9599866622207403,1.122517538803644
Philosophers-COL-000100,5,5,15,500,500,1600,0.0014163437500000003,6.859375e-05,500.0,500.0,1600.0,0.0013191562499999998,1.0,1.1256721862933223
PolyORBNT-COL-S05J20,48,38,140,349,1210,8824,0.006469374999999999,0.0005280625000000001,369.0,1230.0,8864.0,0.0061675312499999985,0.9749843652282677,1.1345605261424498
SharedMemory-COL-000020,6,5,16,481,840,3280,0.002739312499999999,8.259375e-05,481.0,840.0,3280.0,0.0024858125000000006,1.0,1.135204787167173
FamilyReunion-COL-L00020M0002C001P001G001,104,66,198,3271,2753,8446,0.009944999999999999,0.00059096875,3292.0,2753.0,8446.0,0.009187125,0.9965260545905708,1.1468189177789567
DatabaseWithMutex-COL-10,11,8,22,830,800,3800,0.00381903125,0.00026721875000000004,830.0,800.0,3800.0,0.00354728125,1.0,1.1519385444838917
Referendum-COL-0050,4,3,6,151,101,251,0.00028709374999999997,2.9375000000000006e-05,151.0,101.0,251.0,0.00027049999999999996,1.0,1.1699399260628467
CSRepetitions-COL-05,6,5,15,206,325,1175,0.0010574375,6.859375e-05,206.0,325.0,1175.0,0.0009602812499999999,1.0,1.1726056819291226
PermAdmissibility-COL-02,40,16,83,168,592,3456,0.0023030625,0.00135459375,208.0,1024.0,5984.0,0.00309365625,0.6168831168831169,1.182308554804691
PolyORBLF-COL-S04J06T06,81,65,254,618,3190,21570,0.01610640625,0.00210953125,618.0,3190.0,21570.0,0.015119937499999996,1.0,1.20476275116878
PolyORBLF-COL-S04J04T06,81,65,254,554,2998,20754,0.015324187500000003,0.0021053125000000004,554.0,2998.0,20754.0,0.014461124999999998,1.0,1.2052658420420268
PolyORBLF-COL-S04J06T08,81,65,254,792,4268,28832,0.021737062500000005,0.0026459687500000003,792.0,4268.0,28832.0,0.020224312500000004,1.0,1.2056296722076463
PolyORBLF-COL-S04J04T10,81,65,254,870,5034,34774,0.025784875000000002,0.0033065937499999996,870.0,5034.0,34774.0,0.024119562499999997,1.0,1.2061358389066967
PolyORBLF-COL-S04J06T10,81,65,254,966,5354,36134,0.0272335,0.0032962499999999997,966.0,5354.0,36134.0,0.025253843749999994,1.0,1.2089149795266318
Philosophers-COL-000050,5,5,15,250,250,800,0.0007263124999999997,7.537499999999999e-05,250.0,250.0,800.0,0.0006609999999999999,1.0,1.2128403933434189
PolyORBLF-COL-S04J04T08,81,65,254,712,4012,27744,0.02098106250000001,0.0026514062499999997,712.0,4012.0,27744.0,0.019268187500000002,1.0,1.2265019089107372
AirplaneLD-COL-0050,20,15,56,369,408,1553,0.00123440625,0.00015853125,369.0,408.0,1553.0,0.0011334375,1.0,1.2289495450785775
CSRepetitions-COL-04,6,5,15,117,176,624,0.0005866249999999999,6.568749999999999e-05,117.0,176.0,624.0,0.0005259375000000001,1.0,1.2402852049910869
FamilyReunion-COL-L00010M0001C001P001G001,104,66,198,1475,1234,3799,0.00452615625,0.00059565625,1486.0,1234.0,3799.0,0.0041164999999999995,0.9959558823529412,1.2442153528482935
SharedMemory-COL-000010,6,5,16,141,220,840,0.0007638749999999998,8.046875000000001e-05,141.0,220.0,840.0,0.0006770312499999997,1.0,1.2471267020540044
SafeBus-COL-10,20,14,68,326,1651,11474,0.006936374999999999,0.00243609375,326.0,1651.0,11474.0,0.007412656250000002,1.0,1.2643873442802633
Philosophers-COL-000020,5,5,15,100,100,320,0.00031831249999999996,6.715625e-05,100.0,100.0,320.0,0.00028418750000000004,1.0,1.356388827798548
AirplaneLD-COL-0020,20,15,56,159,168,638,0.0005558125,0.000145875,159.0,168.0,638.0,0.00050840625,1.0,1.380170877128281
PermAdmissibility-COL-01,40,16,83,168,592,3456,0.0023127499999999997,0.0020079374999999997,208.0,1024.0,5984.0,0.0031140312499999996,0.6168831168831169,1.3874900902166607
TokenRing-COL-200,1,2,4,40401,8040201,32160804,38.366521875,11.362759375000001,40401.0,8040201.0,32160804.0,35.680503125,1.0,1.3937382294129295
Referendum-COL-0020,4,3,6,61,41,101,0.00013646875,3.4500000000000005e-05,61.0,41.0,101.0,0.00012165624999999999,1.0,1.4053429231954793
Referendum-COL-0015,4,3,6,46,31,76,0.00010884374999999999,3.1718749999999995e-05,46.0,31.0,76.0,9.903125000000003e-05,1.0,1.4193751972230981
DatabaseWithMutex-COL-04,11,8,22,140,128,416,0.0005643125000000001,0.00015734374999999999,140.0,128.0,416.0,0.00049271875,1.0,1.4646413395065645
CSRepetitions-COL-03,6,5,15,58,81,279,0.0003021875,7.534375e-05,58.0,81.0,279.0,0.00025703124999999994,1.0,1.468814589665654
SafeBus-COL-06,20,14,68,150,463,3022,0.0020313437499999997,0.000998875,150.0,463.0,3022.0,0.0019617812500000004,1.0,1.544626216607993
Philosophers-COL-000010,5,5,15,50,50,160,0.00017043749999999996,6.215624999999998e-05,50.0,50.0,160.0,0.00015049999999999997,1.0,1.5454734219269102
SharedMemory-COL-000005,6,5,16,46,60,220,0.00024165624999999998,7.381249999999998e-05,46.0,60.0,220.0,0.00020153125,1.0,1.565358970383005
PermAdmissibility-COL-50,40,16,83,168,592,3456,0.0022926562499999996,0.0025799062499999993,208.0,1024.0,5984.0,0.0031081875,0.6168831168831169,1.5676539784038122
PermAdmissibility-COL-10,40,16,83,168,592,3456,0.0022942499999999994,0.002591375,208.0,1024.0,5984.0,0.0031163125,0.6168831168831169,1.567758368263773
Referendum-COL-0010,4,3,6,31,21,51,8.221874999999999e-05,3.631250000000001e-05,31.0,21.0,51.0,7.275e-05,1.0,1.6292955326460479
AirplaneLD-COL-0010,20,15,56,89,88,333,0.00032578124999999995,0.00014999999999999996,89.0,88.0,333.0,0.00029053125,1.0,1.6376250403355919
PermAdmissibility-COL-20,40,16,83,168,592,3456,0.00228421875,0.0028912812499999998,208.0,1024.0,5984.0,0.0031041249999999992,0.6168831168831169,1.6672975476180891
PermAdmissibility-COL-05,40,16,83,168,592,3456,0.0022863437499999997,0.00289246875,208.0,1024.0,5984.0,0.0031035312500000004,0.6168831168831169,1.6686838581051822
PhilosophersDyn-COL-03,8,7,33,30,84,564,0.00048265625,0.00021234374999999994,30.0,84.0,564.0,0.0004154374999999999,1.0,1.672935158718219
PolyORBLF-COL-S02J06T08,81,65,254,690,1434,6564,0.00571846875,0.0026320312500000003,690.0,1434.0,6564.0,0.0048587187499999985,1.0,1.7186629705619414
PolyORBLF-COL-S02J06T06,81,65,254,536,1064,4866,0.004358999999999999,0.0021050625,536.0,1064.0,4866.0,0.0037339375000000003,1.0,1.7311651574243005
PolyORBLF-COL-S02J06T10,81,65,254,844,1812,8302,0.0073169687500000006,0.0033010312499999993,844.0,1812.0,8302.0,0.006127406250000001,1.0,1.7328702499528241
CSRepetitions-COL-02,6,5,15,23,28,92,0.00013121874999999996,6.646875e-05,23.0,28.0,92.0,0.000110875,1.0,1.7829763246899657
PolyORBLF-COL-S02J04T08,81,65,254,614,1242,5732,0.00499415625,0.0026224374999999998,614.0,1242.0,5732.0,0.00427121875,1.0,1.7832366347427184
PolyORBLF-COL-S02J04T10,81,65,254,752,1572,7262,0.0063471249999999995,0.00330046875,752.0,1572.0,7262.0,0.005371812500000001,1.0,1.7959662125213784
PolyORBLF-COL-S02J04T06,81,65,254,476,920,4242,0.0038211875000000004,0.0021002499999999997,476.0,920.0,4242.0,0.003222906249999999,1.0,1.8372974702568532
DrinkVendingMachine-COL-02,6,7,28,24,72,440,0.000345875,0.00021349999999999999,24.0,72.0,440.0,0.00030003125000000006,1.0,1.8643891261326941
Philosophers-COL-000005,5,5,15,25,25,80,0.00010337500000000002,6.340625e-05,25.0,25.0,80.0,8.556249999999999e-05,1.0,1.949233016800585
DatabaseWithMutex-COL-02,11,8,22,38,32,88,0.00017584375,0.000121625,38.0,32.0,88.0,0.0001361875,1.0,2.1842588343276734
SafeBus-COL-03,20,14,68,60,97,568,0.0005054999999999999,0.0005111250000000001,60.0,97.0,568.0,0.00043515625,1.0,2.336229802513465
QuasiCertifProtocol-COL-02,30,26,77,86,56,223,0.0002933125,0.000319875,86.0,56.0,223.0,0.00024953124999999997,1.0,2.457357545397621
DotAndBoxes-COL-5,8,8,44,356,10424,121568,0.10208700000000001,0.17405159375,360.0,10472.0,121760.0,0.09855596875,0.9951994091580503,2.8018454615413644
DotAndBoxes-COL-2,8,8,44,54,64,576,0.0007086249999999998,0.0034796562499999997,66.0,164.0,1616.0,0.0014866562500000006,0.5130434782608696,2.8172492800538107
LamportFastMutEx-COL-2,18,17,68,44,62,256,0.00034225,0.0006890625000000001,69.0,96.0,402.0,0.00036434375000000003,0.6424242424242425,2.8306029676644653
LamportFastMutEx-COL-3,18,17,68,71,114,480,0.0005448750000000001,0.0012797187500000003,100.0,156.0,664.0,0.0005622499999999999,0.72265625,3.2451645175633623
TokenRing-COL-100,1,2,4,10201,1010101,4040404,4.554311875,10.627484375,10201.0,1010101.0,4040404.0,4.435740000000001,1.0,3.422607332711114
QuasiCertifProtocol-COL-06,30,26,77,270,116,659,0.0006859374999999999,0.00151425,270.0,116.0,659.0,0.0006321874999999998,1.0,3.4802768166089972
DotAndBoxes-COL-4,8,8,44,230,3920,45056,0.041331812499999995,0.085663875,234.0,3956.0,45200.0,0.036227187499999994,0.9904534606205251,3.5055353800236366
LamportFastMutEx-COL-4,18,17,68,102,180,768,0.00080303125,0.0023282500000000005,135.0,230.0,990.0,0.00079128125,0.7726027397260274,3.957229177362664
DotAndBoxes-COL-3,8,8,44,132,1072,11968,0.0103481875,0.03233131250000001,136.0,1096.0,12064.0,0.0098603125,0.9772727272727273,4.328412512280925
LamportFastMutEx-COL-5,18,17,68,137,260,1120,0.00113709375,0.0041263125,174.0,318.0,1380.0,0.0010633125,0.806910569105691,4.950008816787163
QuasiCertifProtocol-COL-10,30,26,77,550,176,1287,0.001314125,0.00504396875,550.0,176.0,1287.0,0.00120796875,1.0,5.263458802224809
LamportFastMutEx-COL-6,18,17,68,176,354,1536,0.0014881249999999999,0.007048625,217.0,420.0,1834.0,0.0013737812500000002,0.8320251177394035,6.21405336548304
Peterson-COL-2,11,14,42,108,138,432,0.0007419687500000001,0.0028764375000000005,108.0,138.0,432.0,0.00053203125,1.0,6.801116005873717
LamportFastMutEx-COL-7,18,17,68,219,462,2016,0.00189996875,0.011433187499999995,264.0,536.0,2352.0,0.0017458437500000002,0.85125,7.637084504269064
LamportFastMutEx-COL-8,18,17,68,266,584,2560,0.002329625,0.017827781249999997,315.0,666.0,2934.0,0.0021745625000000003,0.8664627930682977,9.269637570775728
Peterson-COL-3,11,14,42,256,356,1112,0.0016691874999999994,0.010057343750000001,256.0,356.0,1112.0,0.0012479375000000001,1.0,9.396729603846346
QuasiCertifProtocol-COL-18,30,26,77,1398,296,3119,0.0030650624999999996,0.02560784375,1398.0,296.0,3119.0,0.00304065625,1.0,9.429841419923742
QuasiCertifProtocol-COL-22,30,26,77,1966,356,4323,0.0042804062499999995,0.046562937500000005,1966.0,356.0,4323.0,0.00428196875,1.0,11.873824102522935
Peterson-COL-4,11,14,42,500,730,2280,0.00328890625,0.0278675,500.0,730.0,2280.0,0.002513125,1.0,12.397475752300423
TokenRing-COL-005,1,2,4,36,156,624,0.0007887500000000001,0.00773271875,36.0,156.0,624.0,0.000599375,1.0,14.217257559958291
Peterson-COL-5,11,14,42,864,1302,4068,0.005752625000000001,0.06541759375,864.0,1302.0,4068.0,0.004471968750000001,1.0,15.91473973291964
BridgeAndVehicles-COL-V04P05N02,15,11,56,28,52,326,0.0003175625000000001,0.004345500000000001,28.0,52.0,326.0,0.00024871875,1.0,18.748335217992214
TokenRing-COL-050,1,2,4,2601,127551,510204,0.5293169687499999,9.252534375000003,2601.0,127551.0,510204.0,0.5143438125,1.0,19.018118048712797
Peterson-COL-6,11,14,42,1372,2114,6608,0.009292656249999998,0.1399879375,1372.0,2114.0,6608.0,0.007329499999999999,1.0,20.36709103622348
Peterson-COL-7,11,14,42,2048,3208,10032,0.01429515625,0.28908978125,2048.0,3208.0,10032.0,0.011078718749999997,1.0,27.38447868802519
TokenRing-COL-010,1,2,4,121,1111,4444,0.0048764375,0.11707265624999998,121.0,1111.0,4444.0,0.003927375,1.0,31.051043954295164
TokenRing-COL-040,1,2,4,1681,65641,262564,0.26207546875,8.5351175,1681.0,65641.0,262564.0,0.2591603125,1.0,33.94498518653391
QuasiCertifProtocol-COL-28,30,26,77,2998,446,6489,0.006359906250000001,0.26700256250000004,2998.0,446.0,6489.0,0.006743781249999998,1.0,40.53548871413943
TokenRing-COL-015,1,2,4,256,3616,14464,0.015771312500000002,0.7037097187500002,256.0,3616.0,14464.0,0.01233940625,1.0,58.30758925292699
TokenRing-COL-030,1,2,4,961,27931,111724,0.10183381250000001,6.0019665625,961.0,27931.0,111724.0,0.1001740625,1.0,60.93194408482735
QuasiCertifProtocol-COL-32,30,26,77,3806,506,8173,0.008009500000000001,0.6018569374999999,3806.0,506.0,8173.0,0.008821843749999999,1.0,69.13140322849178
TokenRing-COL-020,1,2,4,441,8421,33684,0.03737368749999999,2.5834521874999994,441.0,8421.0,33684.0,0.029707187500000006,1.0,88.22194544670373
BridgeAndVehicles-COL-V10P10N10,15,11,56,48,288,2090,0.001416875,0.12700684375000001,48.0,288.0,2090.0,0.0012886875000000001,1.0,99.65466317474176
BridgeAndVehicles-COL-V20P10N10,15,11,56,68,548,4070,0.00482846875,0.7058805624999996,68.0,548.0,4070.0,0.00291065625,1.0,244.17484244317743
BridgeAndVehicles-COL-V20P20N10,15,11,56,68,548,4070,0.01528478125,0.71936184375,68.0,548.0,4070.0,0.00290428125,1.0,252.9529896596619
BridgeAndVehicles-COL-V20P20N20,15,11,56,78,968,7350,0.05042793749999998,1.3932228125000004,78.0,968.0,7350.0,0.00527165625,1.0,273.85145797395273
BridgeAndVehicles-COL-V20P10N20,15,11,56,78,968,7350,0.0047195312500000015,1.4562606249999999,78.0,968.0,7350.0,0.0052734375,1.0,277.04512592592584
BridgeAndVehicles-COL-V20P20N50,15,11,56,108,2228,17190,0.01097675,3.8757753124999996,108.0,2228.0,17190.0,0.012111187499999999,1.0,320.9224580578907
BridgeAndVehicles-COL-V20P10N50,15,11,56,108,2228,17190,0.01093625,3.8926975000000015,108.0,2228.0,17190.0,0.012151375,1.0,321.2503729001863
BridgeAndVehicles-COL-V50P20N10,15,11,56,128,1328,10010,0.0061953125,9.899397500000003,128.0,1328.0,10010.0,0.010358031249999998,1.0,956.3200354797157
BridgeAndVehicles-COL-V50P50N10,15,11,56,128,1328,10010,0.0063411249999999995,10.293049999999997,128.0,1328.0,10010.0,0.010354468750000003,1.0,994.6807869790514
BridgeAndVehicles-COL-V50P20N50,15,11,56,168,5408,42330,0.026245937500000007,46.1563625,168.0,5408.0,42330.0,0.04580875000000001,1.0,1008.1612887821648
BridgeAndVehicles-COL-V50P50N20,15,11,56,138,2348,18090,0.011339781250000004,19.498190625000003,138.0,2348.0,18090.0,0.019196000000000005,1.0,1016.3331113903938
BridgeAndVehicles-COL-V50P50N50,15,11,56,168,5408,42330,0.02632609375,46.57200625000001,168.0,5408.0,42330.0,0.04578574999999999,1.0,1017.7474944442324
