name,Bplaces,Btransitions,Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,trunk-Aplaces,trunk-Atransitions,trunk-Aarcs,trunk-unfoldingtime,size_ratio,unfolding_ratio
SharedMemory-COL-001000,6,5,16,1004001,2002000,8004000,10.267071875000003,7.981249999999998e-05,1004001.0,2002000.0,8004000.0,215.78878125000003,1.0,0.0475796361053872
SharedMemory-COL-000500,6,5,16,252001,501000,2002000,2.5430243750000003,9.26875e-05,252001.0,501000.0,2002000.0,14.725990625000001,1.0,0.17269582245846365
FamilyReunion-COL-L01200M0120C060P060G030,104,66,198,4612908,4405329,13507769,24.454628125000006,0.00059540625,4614109.0,4405329.0,13507769.0,138.92840625,0.9998668431447725,0.1760275251933944
FamilyReunion-COL-L00800M0080C040P040G020,104,66,198,2075308,1976909,6061249,11.12562375,0.0005993125,2076109.0,1976909.0,6061249.0,32.75216249999999,0.9998023694935477,0.33970957070391933
SafeBus-COL-80,20,14,68,13766,550801,4308564,2.7349084375,0.5408004375,13766.0,550801.0,4308564.0,6.88255,1.0,0.47594407232784364
SharedMemory-COL-000200,6,5,16,40801,80400,320800,0.34048503125000007,8.528125e-05,40801.0,80400.0,320800.0,0.6311875312500002,1.0,0.5395707228650993
SafeBus-COL-50,20,14,68,5606,140251,1083354,0.6605368437499999,0.13807599999999998,5606.0,140251.0,1083354.0,1.2807368749999999,1.0,0.6235573124651385
NeoElection-COL-2,18,22,98,41,21,89,0.0003080625,0.0012575312499999998,438.0,375.0,2106.0,0.0024661874999999996,0.07626076260762607,0.6348234876707468
NeoElection-COL-3,18,22,98,84,60,300,0.0006347812499999999,0.0038732499999999995,972.0,1048.0,6032.0,0.006810718749999999,0.07128712871287128,0.6619024240283009
NeoElection-COL-6,18,22,98,341,444,2508,0.0036172187499999993,0.03512090625,4830.0,8533.0,49616.0,0.0548725,0.058744293945970215,0.7059661032393275
FamilyReunion-COL-L00400M0040C020P020G001,104,66,198,537708,508489,1558729,2.8573131249999992,0.00059546875,538109.0,508489.0,1558729.0,4.03778875,0.9996168538445516,0.7077905186966503
NeoElection-COL-8,18,22,98,609,1042,6098,0.0079941875,0.09800821874999999,10062.0,22428.0,130167.0,0.14738075000000003,0.050815635580178514,0.7192418701221154
NeoElection-COL-4,18,22,98,145,130,698,0.0012038437499999996,0.010194812499999999,1830.0,2390.0,13865.0,0.015269124999999998,0.06516587677725119,0.7465166635285256
NeoElection-COL-7,18,22,98,468,711,4103,0.005731093749999999,0.06424993749999999,7128.0,14240.0,82736.0,0.09258718749999999,0.055175964058405094,0.7558392596167801
NeoElection-COL-5,18,22,98,224,240,1340,0.002185,0.023023218750000005,3090.0,4746.0,27594.0,0.03080296875,0.059213884635017866,0.8183697796985885
SharedMemory-COL-000100,6,5,16,10401,20200,80400,0.07459559375000001,7.587500000000003e-05,10401.0,20200.0,80400.0,0.08707206250000002,1.0,0.8575824048040667
FamilyReunion-COL-L00200M0020C010P010G005,104,66,198,143908,134279,411469,0.6806869062499998,0.0005980625,144109.0,134279.0,411469.0,0.7805230937499998,0.9992779861200913,0.8728569009749432
Philosophers-COL-100000,5,5,15,500000,500000,1600000,10.671953125000002,7.8125e-05,500000.0,500000.0,1600000.0,12.166037500000002,1.0,0.8771986154078516
Referendum-COL-1000,4,3,6,3001,2001,5001,0.00529934375,2.378125e-05,3001.0,2001.0,5001.0,0.00569334375,1.0,0.9349734064450265
Philosophers-COL-050000,5,5,15,250000,250000,800000,3.4045709375,7.724999999999998e-05,250000.0,250000.0,800000.0,3.5837065625,1.0,0.9500354250892995
SafeBus-COL-20,20,14,68,1046,10501,77544,0.04504518750000001,0.0117588125,1046.0,10501.0,77544.0,0.05800384374999999,1.0,0.979314409659274
FamilyReunion-COL-L00100M0010C005P005G002,104,66,198,40605,36871,112728,0.1588559375,0.0005970937500000001,40706.0,36871.0,112728.0,0.16148865624999997,0.998698067726259,0.9873946254351845
DrinkVendingMachine-COL-24,6,7,28,288,8308944,80375328,43.858793750000004,0.000208625,288.0,8308944.0,80375328.0,43.93735937500001,1.0,0.9982166201812167
Referendum-COL-0500,4,3,6,1501,1001,2501,0.0025930312500000007,2.5500000000000003e-05,1501.0,1001.0,2501.0,0.0026189062499999993,1.0,0.9998568104528375
PolyORBNT-COL-S10J30,48,38,140,664,12050,112559,0.07100175000000002,0.000517,694.0,12080.0,112619.0,0.07149609374999998,0.9953029591357445,1.000316887941868
GlobalResAllocation-COL-06,5,7,29,102,136662,1226388,0.8204903125000002,0.00023556250000000004,102.0,136662.0,1226388.0,0.8201120624999999,1.0,1.0007484495449672
GlobalResAllocation-COL-07,5,7,29,133,291067,2652580,1.7833649999999999,0.00024306249999999998,133.0,291067.0,2652580.0,1.7606550000000003,1.0,1.0130366610721575
PolyORBNT-COL-S10J80,48,38,140,1614,13500,119759,0.07820878125000001,0.0005198437499999999,1694.0,13580.0,119919.0,0.07768771875,0.9895246824669373,1.0133985946137725
Philosophers-COL-010000,5,5,15,50000,50000,160000,0.2910948125000001,7.440625000000002e-05,50000.0,50000.0,160000.0,0.2866202187500001,1.0,1.0158711762200132
GlobalResAllocation-COL-03,5,7,29,33,4791,38652,0.025611937499999998,0.00023728124999999994,33.0,4791.0,38652.0,0.025313281250000003,1.0,1.0211721860436402
DrinkVendingMachine-COL-10,6,7,28,120,111160,1026520,0.5506728749999998,0.0002053125,120.0,111160.0,1026520.0,0.53805965625,1.0,1.0238236245760153
PolyORBNT-COL-S10J20,48,38,140,474,11760,111119,0.07081990624999998,0.0005230625,494.0,11780.0,111159.0,0.0696324375,0.9967410787029494,1.0245651496832922
