,name,Bplaces,Btransitions,Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,trunk-Aplaces,trunk-Atransitions,trunk-Aarcs,trunk-unfoldingtime,size_ratio,unfolding_ratio
Sudoku-COL-AN04,Sudoku-COL-AN04,4.0,1.0,4.0,112.0,64.0,256.0,0.000359625,6.321875e-05,,,,,,
Sudoku-COL-AN05,Sudoku-COL-AN05,4.0,1.0,4.0,200.0,125.0,500.0,0.0006684062500000001,6.46875e-05,,,,,,
Sudoku-COL-AN06,Sudoku-COL-AN06,4.0,1.0,4.0,324.0,216.0,864.0,0.0011020624999999997,6.403125000000001e-05,,,,,,
Sudoku-COL-AN07,Sudoku-COL-AN07,4.0,1.0,4.0,490.0,343.0,1372.0,0.0017068749999999996,6.559374999999998e-05,,,,,,
Sudoku-COL-AN08,Sudoku-COL-AN08,4.0,1.0,4.0,704.0,512.0,2048.0,0.0025040624999999993,6.990625e-05,,,,,,
Sudoku-COL-AN09,Sudoku-COL-AN09,4.0,1.0,4.0,972.0,729.0,2916.0,0.0035196874999999994,7.209375e-05,,,,,,
Sudoku-COL-AN10,Sudoku-COL-AN10,4.0,1.0,4.0,1300.0,1000.0,4000.0,0.0048129374999999995,5.984375e-05,,,,,,
Sudoku-COL-AN11,Sudoku-COL-AN11,4.0,1.0,4.0,1694.0,1331.0,5324.0,0.0063053125,6.440625e-05,,,,,,
Sudoku-COL-AN12,Sudoku-COL-AN12,4.0,1.0,4.0,2160.0,1728.0,6912.0,0.0082485625,6.846875e-05,,,,,,
Sudoku-COL-AN13,Sudoku-COL-AN13,4.0,1.0,4.0,2704.0,2197.0,8788.0,0.010475781249999998,7.028124999999999e-05,,,,,,
Sudoku-COL-AN14,Sudoku-COL-AN14,4.0,1.0,4.0,3332.0,2744.0,10976.0,0.012834625000000002,7.050000000000002e-05,,,,,,
Sudoku-COL-AN15,Sudoku-COL-AN15,4.0,1.0,4.0,4050.0,3375.0,13500.0,0.015954375000000003,6.540625e-05,,,,,,
Sudoku-COL-AN16,Sudoku-COL-AN16,4.0,1.0,4.0,4864.0,4096.0,16384.0,0.0198455625,6.349999999999998e-05,,,,,,
Sudoku-COL-BN01,Sudoku-COL-BN01,5.0,1.0,5.0,5.0,1.0,5.0,3.415624999999999e-05,0.00010775000000000002,,,,,,
Sudoku-COL-BN04,Sudoku-COL-BN04,5.0,1.0,5.0,128.0,64.0,320.0,0.0006259999999999998,0.00045499999999999995,,,,,,
Sudoku-COL-BN09,Sudoku-COL-BN09,5.0,1.0,5.0,1053.0,729.0,3645.0,0.020912093750000006,0.0023253749999999998,,,,,,
Sudoku-COL-BN16,Sudoku-COL-BN16,5.0,1.0,5.0,5120.0,4096.0,20480.0,0.47129699999999985,0.008494343750000001,,,,,,
,TokenRing-COL-100,,,,,,,,,10201.0,1010101.0,4040404.0,4.435740000000001,,
,TokenRing-COL-200,,,,,,,,,40401.0,8040201.0,32160804.0,35.680503125,,
