name,Bplaces,Btransitions,Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,trunk-Aplaces,trunk-Atransitions,trunk-Aarcs,trunk-unfoldingtime,size_ratio,unfolding_ratio
SharedMemory-COL-001000,6,5,16,1004001,2002000,8004000,9.059025,8.24e-05,1004001.0,2002000.0,8004000.0,215.78878125000003,1.0,0.04198136412617604
FamilyReunion-COL-L01200M0120C060P060G030,104,66,198,4612908,4405329,13507769,23.117699999999996,0.0005938571428571428,4614109.0,4405329.0,13507769.0,138.92840625,0.9998668431447725,0.16640436956817717
SharedMemory-COL-000500,6,5,16,252001,501000,2002000,2.5479407692307685,8.323076923076923e-05,252001.0,501000.0,2002000.0,14.725990625000001,1.0,0.17302903858123292
FamilyReunion-COL-L00800M0080C040P040G020,104,66,198,2075308,1976909,6061249,9.70975818181818,0.0005940909090909091,2076109.0,1976909.0,6061249.0,32.75216249999999,0.9998023694935477,0.2964797293225226
SafeBus-COL-80,20,14,68,13766,550801,4308564,2.6468833333333333,0.5196827777777778,13766.0,550801.0,4308564.0,6.88255,1.0,0.46008617607007735
SharedMemory-COL-000200,6,5,16,40801,80400,320800,0.33186493749999996,7.775e-05,40801.0,80400.0,320800.0,0.6311875312500002,1.0,0.5259018454351
SafeBus-COL-50,20,14,68,5606,140251,1083354,0.6492884000000001,0.1357688,5606.0,140251.0,1083354.0,1.2807368749999999,1.0,0.6129730589665423
FamilyReunion-COL-L00400M0040C020P020G001,104,66,198,537708,508489,1558729,2.5547642857142856,0.0006172857142857143,538109.0,508489.0,1558729.0,4.03778875,0.9996168538445516,0.6328665835795821
NeoElection-COL-2,18,22,98,41,21,89,0.00030981818181818183,0.0012632727272727275,438.0,375.0,2106.0,0.0024661874999999996,0.07626076260762607,0.6378634670279164
NeoElection-COL-3,18,22,98,84,60,300,0.0006390833333333333,0.003902583333333333,972.0,1048.0,6032.0,0.006810718749999999,0.07128712871287128,0.6668410241821638
NeoElection-COL-4,18,22,98,145,130,698,0.0011958333333333333,0.010183666666666666,1830.0,2390.0,13865.0,0.015269124999999998,0.06516587677725119,0.7452620893469666
NeoElection-COL-5,18,22,98,224,240,1340,0.0021293333333333333,0.022956888888888888,3090.0,4746.0,27594.0,0.03080296875,0.059213884635017866,0.8144092352209468
SharedMemory-COL-000100,6,5,16,10401,20200,80400,0.073786625,8.406249999999999e-05,10401.0,20200.0,80400.0,0.08707206250000002,1.0,0.8483856403424459
FamilyReunion-COL-L00200M0020C010P010G005,104,66,198,143908,134279,411469,0.6765271,0.0006016,144109.0,134279.0,411469.0,0.7805230937499998,0.9992779861200913,0.8675319224018798
Philosophers-COL-100000,5,5,15,500000,500000,1600000,10.67371666666667,7.824999999999999e-05,500000.0,500000.0,1600000.0,12.166037500000002,1.0,0.8773435818085114
NeoElection-COL-6,18,22,98,321,399,2283,0.003430583333333333,0.04608516666666667,4830.0,8533.0,49616.0,0.0548725,0.053880116740252934,0.9023782404665361
Philosophers-COL-050000,5,5,15,250000,250000,800000,3.2834385714285714,7.7e-05,250000.0,250000.0,800000.0,3.5837065625,1.0,0.9162344946953428
Referendum-COL-1000,4,3,6,3001,2001,5001,0.005353307692307693,3.507692307692308e-05,3001.0,2001.0,5001.0,0.00569334375,1.0,0.9464358471916642
FamilyReunion-COL-L00100M0010C005P005G002,104,66,198,40605,36871,112728,0.15310030000000002,0.0006137,40706.0,36871.0,112728.0,0.16148865624999997,0.998698067726259,0.951856332014033
Philosophers-COL-010000,5,5,15,50000,50000,160000,0.27594099999999994,7.3e-05,50000.0,50000.0,160000.0,0.2866202187500001,1.0,0.9629955667598897
SafeBus-COL-20,20,14,68,1046,10501,77544,0.04421873333333334,0.011737133333333333,1046.0,10501.0,77544.0,0.05800384374999999,1.0,0.9646923901774471
NeoElection-COL-7,18,22,98,436,616,3584,0.005206888888888889,0.08460055555555557,7128.0,14240.0,82736.0,0.09258718749999999,0.0492324971920629,0.9699770224086833
DatabaseWithMutex-COL-40,11,8,22,12920,12800,156800,0.12824428571428573,0.0008905714285714286,12920.0,12800.0,156800.0,0.1307023125,1.0,0.9880074397525075
Philosophers-COL-005000,5,5,15,25000,25000,80000,0.10273645454545455,6.454545454545455e-05,25000.0,25000.0,80000.0,0.10342012500000003,1.0,0.9940134959225777
GlobalResAllocation-COL-06,5,7,29,102,136662,1226388,0.8179911666666667,0.00024833333333333337,102.0,136662.0,1226388.0,0.8201120624999999,1.0,0.9977166992346246
GlobalResAllocation-COL-10,5,7,29,250,1688410,15821020,10.342839999999999,0.00024379999999999996,250.0,1688410.0,15821020.0,10.337165625000003,1.0,1.000572514286284
GlobalResAllocation-COL-11,5,7,29,297,2705087,25497868,16.79418,0.00024040000000000002,297.0,2705087.0,25497868.0,16.77205625,1.0,1.0013334173023658
DrinkVendingMachine-COL-24,6,7,28,288,8308944,80375328,44.03827692307691,0.00021107692307692307,288.0,8308944.0,80375328.0,43.93735937500001,1.0,1.0023016545927774
DrinkVendingMachine-COL-10,6,7,28,120,111160,1026520,0.5413008666666667,0.00019840000000000002,120.0,111160.0,1026520.0,0.53805965625,1.0,1.006392619065029
PolyORBNT-COL-S10J30,48,38,140,664,12050,112559,0.07157116666666669,0.0005229166666666666,694.0,12080.0,112619.0,0.07149609374999998,0.9953029591357445,1.0083639476224304
PolyORBNT-COL-S10J80,48,38,140,1614,13500,119759,0.07796799999999998,0.0005238181818181819,1694.0,13580.0,119919.0,0.07768771875,0.9895246824669373,1.010350406019847
PolyORBNT-COL-S10J20,48,38,140,474,11760,111119,0.07004228571428572,0.0005295714285714286,494.0,11780.0,111159.0,0.0696324375,0.9967410787029494,1.0134911210433666
