,name,Btransitions,Barcs,pw-Aplaces,pw-Atransitions,pw-Aarcs,pw-unfoldingtime,pw-colorfixedpoint,cfp-Bplaces,vd-Aplaces,vd-Atransitions,vd-Aarcs,vd-unfoldingtime,vd-colorfixedpoint,size_ratio,unfolding_ratio
BridgeAndVehicles-COL-V50P20N50,BridgeAndVehicles-COL-V50P20N50,11.0,56.0,168.0,5408.0,42330.0,0.019409531249999997,6.9856921875,15.0,168.0,5408.0,42330.0,0.021400281249999997,0.029567812500000002,1.0,0.007275853484550802
BridgeAndVehicles-COL-V80P20N10,BridgeAndVehicles-COL-V80P20N10,11.0,56.0,188.0,2108.0,15950.0,0.007656500000000001,5.967825625,15.0,188.0,2108.0,15950.0,0.008209531249999999,0.036634781250000005,1.0,0.007504718709203737
BridgeAndVehicles-COL-V80P50N10,BridgeAndVehicles-COL-V80P50N10,11.0,56.0,188.0,2108.0,15950.0,0.0076978437500000016,5.838550624999999,15.0,188.0,2108.0,15950.0,0.008233,0.036573406249999996,1.0,0.007664129653315979
Philosophers-COL-002000,Philosophers-COL-002000,5.0,15.0,10000.0,10000.0,32000.0,0.04400174999999999,3.6998387500000005,5.0,10000.0,10000.0,32000.0,0.033412062500000006,7.540624999999999e-05,1.0,0.00894468360764835
Philosophers-COL-000005,Philosophers-COL-000005,5.0,15.0,25.0,25.0,80.0,0.014671562499999999,0.00010171874999999999,5.0,25.0,25.0,80.0,0.0001020625,6.628124999999999e-05,1.0,0.011395149604966737
BridgeAndVehicles-COL-V50P50N20,BridgeAndVehicles-COL-V50P50N20,11.0,56.0,138.0,2348.0,18090.0,0.00849403125,3.0174653124999993,15.0,138.0,2348.0,18090.0,0.009224125,0.025967624999999998,1.0,0.011629948060170463
BridgeAndVehicles-COL-V50P20N20,BridgeAndVehicles-COL-V50P20N20,11.0,56.0,138.0,2348.0,18090.0,0.00847684375,2.9001146875,15.0,138.0,2348.0,18090.0,0.009137625,0.02525190625,1.0,0.011823430990745102
TokenRing-COL-020,TokenRing-COL-020,2.0,4.0,441.0,8421.0,33684.0,0.03107378125,2.5816690625,1.0,441.0,8421.0,33684.0,0.032343375,0.001376875,1.0,0.012906073049118843
SharedMemory-COL-000200,SharedMemory-COL-000200,5.0,16.0,40601.0,80200.0,320000.0,0.29320303124999986,21.669275,6.0,40801.0,80400.0,320800.0,0.339471125,7.687500000000001e-05,1.0033112308672942,0.015460368338985404
Philosophers-COL-001000,Philosophers-COL-001000,5.0,15.0,5000.0,5000.0,16000.0,0.0188914375,0.9284790624999999,5.0,5000.0,5000.0,16000.0,0.014955687500000002,7.090625e-05,1.0,0.01586136970699426
BridgeAndVehicles-COL-V50P20N10,BridgeAndVehicles-COL-V50P20N10,11.0,56.0,128.0,1328.0,10010.0,0.00484528125,1.4916471875000001,15.0,128.0,1328.0,10010.0,0.0051769375,0.023791125000000007,1.0,0.019357305903581753
BridgeAndVehicles-COL-V50P50N10,BridgeAndVehicles-COL-V50P50N10,11.0,56.0,128.0,1328.0,10010.0,0.0048873125,1.5053087500000002,15.0,128.0,1328.0,10010.0,0.00518984375,0.024200375000000003,1.0,0.01946119413220229
TokenRing-COL-015,TokenRing-COL-015,2.0,4.0,256.0,3616.0,14464.0,0.0128446875,0.6840221562500001,1.0,256.0,3616.0,14464.0,0.013231156250000002,0.0013557499999999998,1.0,0.020932128398453452
SafeBus-COL-50,SafeBus-COL-50,14.0,68.0,5556.0,140151.0,1082904.0,0.9714594374999999,64.108946875,20.0,5606.0,140251.0,1083354.0,1.5509153124999997,0.01588715625,1.0010294632378678,0.024074872262268954
Sudoku-COL-BN16,Sudoku-COL-BN16,1.0,5.0,5120.0,4096.0,20480.0,0.0206275,17.69588125,5.0,5120.0,4096.0,20480.0,0.4720734375,0.008789,1.0,0.027142054017838025
FamilyReunion-COL-L00200M0020C010P010G005,FamilyReunion-COL-L00200M0020C010P010G005,66.0,198.0,143908.0,134279.0,411469.0,0.6167949062500001,24.681615625,104.0,143908.0,134279.0,411469.0,0.6875044062500001,0.000594875,1.0,0.027199308841953596
Philosophers-COL-000500,Philosophers-COL-000500,5.0,15.0,2500.0,2500.0,8000.0,0.010873562500000001,0.2343076875,5.0,2500.0,2500.0,8000.0,0.007014375000000001,7.118749999999998e-05,1.0,0.028899283693186166
Sudoku-COL-AN16,Sudoku-COL-AN16,1.0,4.0,4864.0,4096.0,16384.0,0.019016437499999997,0.6580675937500001,4.0,4864.0,4096.0,16384.0,0.020537562500000002,6.206249999999998e-05,1.0,0.030424030178307353
Sudoku-COL-AN15,Sudoku-COL-AN15,1.0,4.0,4050.0,3375.0,13500.0,0.016349375,0.4761996562500001,4.0,4050.0,3375.0,13500.0,0.01637346875,6.671875e-05,1.0,0.03337776841886743
Sudoku-COL-AN14,Sudoku-COL-AN14,1.0,4.0,3332.0,2744.0,10976.0,0.012611187500000004,0.34107609375,4.0,3332.0,2744.0,10976.0,0.01291171875,6.71875e-05,1.0,0.03669599371549355
Sudoku-COL-BN09,Sudoku-COL-BN09,1.0,5.0,1053.0,729.0,3645.0,0.00388359375,0.59423965625,5.0,1053.0,729.0,3645.0,0.020793749999999996,0.00226740625,1.0,0.03855585993355048
Sudoku-COL-AN13,Sudoku-COL-AN13,1.0,4.0,2704.0,2197.0,8788.0,0.024312218749999996,0.23849753124999998,4.0,2704.0,2197.0,8788.0,0.010635937500000003,6.078125e-05,1.0,0.04070137713688326
BridgeAndVehicles-COL-V20P20N50,BridgeAndVehicles-COL-V20P20N50,11.0,56.0,108.0,2228.0,17190.0,0.00791678125,0.57718315625,15.0,108.0,2228.0,17190.0,0.008702999999999997,0.01701346875,1.0,0.04395226712872448
Sudoku-COL-AN08,Sudoku-COL-AN08,1.0,4.0,704.0,512.0,2048.0,0.03362128125,0.023545718749999996,4.0,704.0,512.0,2048.0,0.00249328125,6.15e-05,1.0,0.04468979043853972
BridgeAndVehicles-COL-V20P10N50,BridgeAndVehicles-COL-V20P10N50,11.0,56.0,108.0,2228.0,17190.0,0.00796309375,0.5592271875,15.0,108.0,2228.0,17190.0,0.008648125,0.0168084375,1.0,0.04488187358199731
SafeBus-COL-03,SafeBus-COL-03,14.0,68.0,57.0,91.0,541.0,0.0004151250000000001,0.021215093750000004,20.0,60.0,97.0,568.0,0.0005032499999999999,0.0005016874999999999,1.0608108108108107,0.04645988612574709
Sudoku-COL-AN12,Sudoku-COL-AN12,1.0,4.0,2160.0,1728.0,6912.0,0.010327343749999999,0.16156931250000003,4.0,2160.0,1728.0,6912.0,0.008235749999999997,6.565625e-05,1.0,0.048293005990336105
TokenRing-COL-010,TokenRing-COL-010,2.0,4.0,121.0,1111.0,4444.0,0.004001531250000001,0.1105124375,1.0,121.0,1111.0,4444.0,0.0042204374999999985,0.0013447187500000002,1.0,0.048598055859451636
Sudoku-COL-AN11,Sudoku-COL-AN11,1.0,4.0,1694.0,1331.0,5324.0,0.006230312500000001,0.10706646874999999,4.0,1694.0,1331.0,5324.0,0.00634075,6.828125000000001e-05,1.0,0.05656852012289625
BridgeAndVehicles-COL-V20P20N20,BridgeAndVehicles-COL-V20P20N20,11.0,56.0,78.0,968.0,7350.0,0.003616468750000001,0.26887912499999994,15.0,78.0,968.0,7350.0,0.003894562500000001,0.012833906249999997,1.0,0.061389868804071275
Philosophers-COL-000200,Philosophers-COL-000200,5.0,15.0,1000.0,1000.0,3200.0,0.00579628125,0.038443375,5.0,1000.0,1000.0,3200.0,0.002775562499999999,7.025e-05,1.0,0.06432718382616273
Sudoku-COL-AN10,Sudoku-COL-AN10,1.0,4.0,1300.0,1000.0,4000.0,0.004767031250000001,0.06728487500000001,4.0,1300.0,1000.0,4000.0,0.004832750000000001,6.790625e-05,1.0,0.06801563629692312
BridgeAndVehicles-COL-V20P10N20,BridgeAndVehicles-COL-V20P10N20,11.0,56.0,78.0,968.0,7350.0,0.0036031250000000004,0.22887065625000008,15.0,78.0,968.0,7350.0,0.0038760625000000006,0.012468062500000002,1.0,0.07030524006672255
PhilosophersDyn-COL-80,PhilosophersDyn-COL-80,7.0,33.0,6960.0,1043280.0,8780720.0,5.608830312500001,80.72085312499999,8.0,6960.0,1043280.0,8780720.0,6.439767187499999,0.00021365625,1.0,0.07459752645116954
DatabaseWithMutex-COL-04,DatabaseWithMutex-COL-04,8.0,22.0,140.0,128.0,416.0,0.0005327187499999999,0.009141312500000002,11.0,140.0,128.0,416.0,0.0005699375,0.00016512500000000002,1.0,0.07598306031934722
Philosophers-COL-000100,Philosophers-COL-000100,5.0,15.0,500.0,500.0,1600.0,0.009134062500000002,0.010185687499999997,5.0,500.0,500.0,1600.0,0.0014119374999999998,7.1125e-05,1.0,0.07676406268197053
SafeBus-COL-20,SafeBus-COL-20,14.0,68.0,1026.0,10461.0,77364.0,0.041328593749999996,0.9127322499999998,20.0,1046.0,10501.0,77544.0,0.0685175625,0.006113812500000001,1.0052232958997127,0.07822496383632767
Sudoku-COL-AN09,Sudoku-COL-AN09,1.0,4.0,972.0,729.0,2916.0,0.0034134999999999994,0.0411890625,4.0,972.0,729.0,2916.0,0.0035097812500000003,6.515625e-05,1.0,0.08015094424227309
Philosophers-COL-000050,Philosophers-COL-000050,5.0,15.0,250.0,250.0,800.0,0.006941468749999999,0.00282896875,5.0,250.0,250.0,800.0,0.0007242812499999999,6.646874999999999e-05,1.0,0.08093291625886763
FamilyReunion-COL-L00100M0010C005P005G002,FamilyReunion-COL-L00100M0010C005P005G002,66.0,198.0,40605.0,36871.0,112728.0,0.15531796875,1.7721587499999998,104.0,40605.0,36871.0,112728.0,0.16222606250000002,0.0005951562500000001,1.0,0.08447376674702056
SharedMemory-COL-000100,SharedMemory-COL-000100,5.0,16.0,10301.0,20100.0,80000.0,0.0660503125,0.76765875,6.0,10401.0,20200.0,80400.0,0.07541106250000001,8.0875e-05,1.0065787309627974,0.09054949849486614
PhilosophersDyn-COL-50,PhilosophersDyn-COL-50,7.0,33.0,2850.0,257550.0,2154950.0,1.4026699999999999,13.510821875000005,8.0,2850.0,257550.0,2154950.0,1.5593696874999996,0.00020318749999999997,1.0,0.10457462866992033
BridgeAndVehicles-COL-V20P10N10,BridgeAndVehicles-COL-V20P10N10,11.0,56.0,68.0,548.0,4070.0,0.0020677499999999997,0.12175215624999998,15.0,68.0,548.0,4070.0,0.0022406874999999996,0.011026062499999998,1.0,0.1071455342020177
BridgeAndVehicles-COL-V20P20N10,BridgeAndVehicles-COL-V20P20N10,11.0,56.0,68.0,548.0,4070.0,0.0020740937500000004,0.1207573125,15.0,68.0,548.0,4070.0,0.00224703125,0.011039843750000002,1.0,0.10817164278781512
SafeBus-COL-15,SafeBus-COL-15,14.0,68.0,621.0,4771.0,34549.0,0.018245499999999994,0.27553825,20.0,636.0,4801.0,34684.0,0.02744809375,0.00445884375,1.008345697329377,0.10860688346445302
Peterson-COL-7,Peterson-COL-7,14.0,42.0,1992.0,3096.0,9584.0,0.011165062500000003,0.15224159375000001,11.0,2048.0,3208.0,10032.0,0.012142062500000002,0.00587384375,1.0330188679245282,0.11025197298228175
Sudoku-COL-AN07,Sudoku-COL-AN07,1.0,4.0,490.0,343.0,1372.0,0.0016579375,0.012823218749999999,4.0,490.0,343.0,1372.0,0.0017222812500000003,6.615625e-05,1.0,0.12350101532810963
PhilosophersDyn-COL-03,PhilosophersDyn-COL-03,7.0,33.0,30.0,84.0,564.0,0.00042784374999999995,0.0046932812499999995,8.0,30.0,84.0,564.0,0.0004793749999999999,0.00020603125,1.0,0.13383900021967826
QuasiCertifProtocol-COL-02,QuasiCertifProtocol-COL-02,26.0,77.0,86.0,56.0,223.0,0.0002615,0.00380740625,30.0,86.0,56.0,223.0,0.00029315625,0.0003235937500000001,1.0,0.15157636035482508
Sudoku-COL-AN06,Sudoku-COL-AN06,1.0,4.0,324.0,216.0,864.0,0.001089375,0.006440250000000001,4.0,324.0,216.0,864.0,0.0011177187500000002,7.071875e-05,1.0,0.15783488553546826
Sudoku-COL-BN04,Sudoku-COL-BN04,1.0,5.0,128.0,64.0,320.0,0.00042068749999999995,0.0062251875,5.0,128.0,64.0,320.0,0.0006163750000000002,0.00044121874999999993,1.0,0.15913536592247074
DotAndBoxes-COL-5,DotAndBoxes-COL-5,8.0,44.0,324.0,8760.0,101600.0,0.07907075000000001,0.699449875,8.0,356.0,10424.0,121568.0,0.096816125,0.02785090625,1.1867018934390137,0.16013324149247812
Peterson-COL-6,Peterson-COL-6,14.0,42.0,1330.0,2030.0,6272.0,0.007301625,0.06741290625,11.0,1372.0,2114.0,6608.0,0.00800096875,0.005000656250000001,1.0375,0.17401735355195713
SafeBus-COL-10,SafeBus-COL-10,14.0,68.0,316.0,1631.0,11384.0,0.006160906250000001,0.04511671875000001,20.0,326.0,1651.0,11474.0,0.0068284999999999995,0.002378031250000001,1.0154083204930662,0.17954285616777296
PhilosophersDyn-COL-20,PhilosophersDyn-COL-20,7.0,33.0,540.0,17220.0,140780.0,0.0813515625,0.3821262187500001,8.0,540.0,17220.0,140780.0,0.08385024999999999,0.00020346875,1.0,0.18135436508586675
DatabaseWithMutex-COL-40,DatabaseWithMutex-COL-40,8.0,22.0,12920.0,12800.0,156800.0,0.12171128124999997,0.63164271875,11.0,12920.0,12800.0,156800.0,0.14322459375,0.0003966562500000001,1.0,0.1906424469771183
QuasiCertifProtocol-COL-06,QuasiCertifProtocol-COL-06,26.0,77.0,270.0,116.0,659.0,0.0006506874999999998,0.0077789999999999995,30.0,270.0,116.0,659.0,0.000682125,0.0009260937499999998,1.0,0.19078035217794254
Sudoku-COL-AN05,Sudoku-COL-AN05,1.0,4.0,200.0,125.0,500.0,0.0006748437499999999,0.002939718750000001,4.0,200.0,125.0,500.0,0.00066625,6.3875e-05,1.0,0.20199540054985904
NeoElection-COL-8,NeoElection-COL-8,22.0,98.0,576.0,893.0,5258.0,0.005803250000000002,0.05481793750000001,18.0,671.0,1131.0,6669.0,0.007965093749999999,0.0050131875,1.2266848196051736,0.2140882055469467
FamilyReunion-COL-L00050M0005C002P002G001,FamilyReunion-COL-L00050M0005C002P002G001,66.0,198.0,12194.0,10560.0,32238.0,0.03820984375000001,0.15639265624999998,104.0,12194.0,10560.0,32238.0,0.041715906250000004,0.0005953437499999998,1.0,0.21742397965082672
NeoElection-COL-7,NeoElection-COL-7,22.0,98.0,442.0,610.0,3548.0,0.0040194375,0.04151749999999999,18.0,509.0,784.0,4564.0,0.005620499999999999,0.0043680312499999995,1.229087452471483,0.21935008804665443
CSRepetitions-COL-10,CSRepetitions-COL-10,5.0,15.0,1311.0,2300.0,8700.0,0.0068555937500000014,0.02305196875,6.0,1311.0,2300.0,8700.0,0.00728375,7.218749999999999e-05,1.0,0.24595576787643597
SafeBus-COL-06,SafeBus-COL-06,14.0,68.0,144.0,451.0,2968.0,0.0017715625000000006,0.01057021875,20.0,150.0,463.0,3022.0,0.0020469375000000006,0.00103734375,1.030252100840336,0.24990568115927353
DotAndBoxes-COL-4,DotAndBoxes-COL-4,8.0,44.0,206.0,3104.0,35264.0,0.0273991875,0.19450253125000003,8.0,230.0,3920.0,45056.0,0.03547571875,0.02035040625,1.2537764350453173,0.2515804082747782
SharedMemory-COL-000050,SharedMemory-COL-000050,5.0,16.0,2651.0,5050.0,20000.0,0.015230312500000004,0.049159343749999994,6.0,2701.0,5100.0,20200.0,0.016927031249999995,8.453125000000001e-05,1.0129853265809634,0.26419713181804716
PhilosophersDyn-COL-10,PhilosophersDyn-COL-10,7.0,33.0,170.0,2310.0,18190.0,0.010646906250000001,0.031090375,8.0,170.0,2310.0,18190.0,0.010863281250000004,0.00021240625,1.0,0.26536676966710676
TokenRing-COL-005,TokenRing-COL-005,2.0,4.0,36.0,156.0,624.0,0.00062840625,0.006435312499999999,1.0,36.0,156.0,624.0,0.0006720937499999998,0.0012246875000000003,1.0,0.26852445816872317
Sudoku-COL-AN04,Sudoku-COL-AN04,1.0,4.0,112.0,64.0,256.0,0.00035478125,0.0011852812499999997,4.0,112.0,64.0,256.0,0.00036868750000000004,6.81875e-05,1.0,0.28367355220973184
Peterson-COL-5,Peterson-COL-5,14.0,42.0,834.0,1242.0,3828.0,0.0044547812499999995,0.027798999999999994,11.0,864.0,1302.0,4068.0,0.004940937499999999,0.0042209375,1.0433526011560694,0.28405584228980907
QuasiCertifProtocol-COL-32,QuasiCertifProtocol-COL-32,26.0,77.0,3806.0,506.0,8173.0,0.007804625000000001,0.1016343125,30.0,3806.0,506.0,8173.0,0.0085324375,0.023856687499999994,1.0,0.29595613535630305
DrinkVendingMachine-COL-10,DrinkVendingMachine-COL-10,7.0,28.0,120.0,111160.0,1026520.0,0.541751125,1.3065103125000002,6.0,120.0,111160.0,1026520.0,0.5536563437499998,0.00020593749999999996,1.0,0.2996666326594826
DatabaseWithMutex-COL-20,DatabaseWithMutex-COL-20,8.0,22.0,3260.0,3200.0,23200.0,0.019365093750000003,0.04755196875,11.0,3260.0,3200.0,23200.0,0.01997471875,0.000304625,1.0,0.3030519122084894
PolyORBNT-COL-S05J80,PolyORBNT-COL-S05J80,38.0,140.0,1189.0,2350.0,14464.0,0.011094000000000001,0.024699531249999993,48.0,1189.0,2350.0,14464.0,0.011336156250000002,0.00052503125,1.0,0.33137796372074924
PolyORBNT-COL-S05J20,PolyORBNT-COL-S05J20,38.0,140.0,349.0,1210.0,8824.0,0.0062901875,0.014549656249999997,48.0,349.0,1210.0,8824.0,0.006425031249999999,0.0005172187500000001,1.0,0.3331238987816308
BridgeAndVehicles-COL-V10P10N10,BridgeAndVehicles-COL-V10P10N10,11.0,56.0,48.0,288.0,2090.0,0.0010935937500000002,0.022752187499999996,15.0,48.0,288.0,2090.0,0.0011989999999999998,0.006757687499999998,1.0,0.33367275395936125
Referendum-COL-0500,Referendum-COL-0500,3.0,6.0,1501.0,1001.0,2501.0,0.0065584375,0.001049375,4.0,1501.0,1001.0,2501.0,0.00259984375,2.6562500000000002e-05,1.0,0.34522489217498464
QuasiCertifProtocol-COL-28,QuasiCertifProtocol-COL-28,26.0,77.0,2998.0,446.0,6489.0,0.006157187499999999,0.06158828124999998,30.0,2998.0,446.0,6489.0,0.00620609375,0.017532437499999998,1.0,0.3504076610289895
NeoElection-COL-6,NeoElection-COL-6,22.0,98.0,326.0,394.0,2253.0,0.002620125,0.01893,18.0,357.0,504.0,2868.0,0.00362196875,0.004072187499999999,1.1958333333333333,0.357035342022378
DrinkVendingMachine-COL-16,DrinkVendingMachine-COL-16,7.0,28.0,192.0,1118560.0,10642624.0,5.7800924999999985,11.357031250000002,6.0,192.0,1118560.0,10642624.0,6.300750625000001,0.00022478124999999996,1.0,0.36767986846392475
PolyORBNT-COL-S05J60,PolyORBNT-COL-S05J60,38.0,140.0,909.0,1970.0,12584.0,0.00950403125,0.017828999999999998,48.0,909.0,1970.0,12584.0,0.009774656249999998,0.00052290625,1.0,0.3767442551766006
CSRepetitions-COL-07,CSRepetitions-COL-07,5.0,15.0,498.0,833.0,3087.0,0.0024848125,0.004583874999999999,6.0,498.0,833.0,3087.0,0.002631875,6.715625e-05,1.0,0.38182919389207687
Peterson-COL-3,Peterson-COL-3,14.0,42.0,244.0,332.0,1016.0,0.0012738125,0.011067781250000004,11.0,256.0,356.0,1112.0,0.0015064375,0.00327428125,1.0625,0.38736640071303574
PolyORBNT-COL-S10J80,PolyORBNT-COL-S10J80,38.0,140.0,1614.0,13500.0,119759.0,0.07574143749999998,0.1253944375,48.0,1614.0,13500.0,119759.0,0.07795240625,0.0005243750000000001,1.0,0.39016799588835155
Philosophers-COL-000020,Philosophers-COL-000020,5.0,15.0,100.0,100.0,320.0,0.00035218749999999996,0.00062909375,5.0,100.0,100.0,320.0,0.00031809374999999996,6.815624999999998e-05,1.0,0.3936180376421133
Peterson-COL-2,Peterson-COL-2,14.0,42.0,102.0,126.0,384.0,0.0005029374999999999,0.006497062500000003,11.0,108.0,138.0,432.0,0.0006938749999999999,0.0020686562500000006,1.0789473684210527,0.3946473214285714
PolyORBNT-COL-S10J60,PolyORBNT-COL-S10J60,38.0,140.0,1234.0,12920.0,116879.0,0.07372068749999999,0.11372568749999998,48.0,1234.0,12920.0,116879.0,0.0752880625,0.0005154375,1.0,0.40440099201705026
Sudoku-COL-AN03,Sudoku-COL-AN03,1.0,4.0,54.0,27.0,108.0,0.00016675000000000001,0.0004190624999999999,4.0,54.0,27.0,108.0,0.000173875,6.621875e-05,1.0,0.4098474341192788
PolyORBNT-COL-S05J40,PolyORBNT-COL-S05J40,38.0,140.0,629.0,1590.0,10704.0,0.007856906250000002,0.01254846875,48.0,629.0,1590.0,10704.0,0.008084562500000001,0.00051878125,1.0,0.42162144778030297
PolyORBNT-COL-S10J40,PolyORBNT-COL-S10J40,38.0,140.0,854.0,12340.0,113999.0,0.0712329375,0.09746800000000003,48.0,854.0,12340.0,113999.0,0.07331009375000001,0.0005221249999999999,1.0,0.43765150238124784
PolyORBNT-COL-S10J30,PolyORBNT-COL-S10J30,38.0,140.0,664.0,12050.0,112559.0,0.06966665625,0.09304503125,48.0,664.0,12050.0,112559.0,0.07151884374999998,0.0005194374999999999,1.0,0.4427357515421256
QuasiCertifProtocol-COL-22,QuasiCertifProtocol-COL-22,26.0,77.0,1966.0,356.0,4323.0,0.0041192812500000005,0.029264749999999992,30.0,1966.0,356.0,4323.0,0.00419184375,0.01062475,1.0,0.44382278578175016
Referendum-COL-1000,Referendum-COL-1000,3.0,6.0,3001.0,2001.0,5001.0,0.00982853125,0.00218803125,4.0,3001.0,2001.0,5001.0,0.005319687499999999,2.540625e-05,1.0,0.444810547941643
PolyORBNT-COL-S10J20,PolyORBNT-COL-S10J20,38.0,140.0,474.0,11760.0,111119.0,0.06855446875000001,0.09006212499999999,48.0,474.0,11760.0,111119.0,0.07029534375,0.00050765625,1.0,0.4463782655148589
PolyORBNT-COL-S05J30,PolyORBNT-COL-S05J30,38.0,140.0,489.0,1400.0,9764.0,0.0070089687500000004,0.010287812500000002,48.0,489.0,1400.0,9764.0,0.007234218750000001,0.00051703125,1.0,0.4481325102033073
FamilyReunion-COL-L00020M0002C001P001G001,FamilyReunion-COL-L00020M0002C001P001G001,66.0,198.0,3271.0,2753.0,8446.0,0.0097484375,0.0128013125,104.0,3271.0,2753.0,8446.0,0.009958093749999999,0.0005928750000000002,1.0,0.46789737136775345
DrinkVendingMachine-COL-02,DrinkVendingMachine-COL-02,7.0,28.0,24.0,72.0,440.0,0.00033384375,0.0008339374999999998,6.0,24.0,72.0,440.0,0.00034593750000000005,0.00020934374999999998,1.0,0.47550108378602596
PermAdmissibility-COL-50,PermAdmissibility-COL-50,16.0,83.0,168.0,592.0,3456.0,0.00197371875,0.008196437499999999,40.0,168.0,592.0,3456.0,0.0022819374999999997,0.00258028125,1.0,0.4780869271305443
DatabaseWithMutex-COL-10,DatabaseWithMutex-COL-10,8.0,22.0,830.0,800.0,3800.0,0.0037016562499999997,0.0047678125,11.0,830.0,800.0,3800.0,0.0037998749999999994,0.00026575,1.0,0.4800330599248034
GlobalResAllocation-COL-03,GlobalResAllocation-COL-03,7.0,29.0,33.0,4791.0,38652.0,0.025144062499999998,0.026438593749999992,5.0,33.0,4791.0,38652.0,0.025825031250000005,0.00024059374999999995,1.0,0.5053176182643756
CSRepetitions-COL-05,CSRepetitions-COL-05,5.0,15.0,206.0,325.0,1175.0,0.0009953437500000001,0.0012045312500000003,6.0,206.0,325.0,1175.0,0.0010549062499999999,6.631249999999999e-05,1.0,0.5096738451048353
GlobalResAllocation-COL-05,GlobalResAllocation-COL-05,7.0,29.0,75.0,56105.0,492760.0,0.316095,0.31662356249999996,5.0,75.0,56105.0,492760.0,0.32597796874999996,0.00023340625000000003,1.0,0.5155710521769304
SharedMemory-COL-000020,SharedMemory-COL-000020,5.0,16.0,461.0,820.0,3200.0,0.00245496875,0.002971218750000001,6.0,481.0,840.0,3280.0,0.0027251562499999993,8.303125000000003e-05,1.0312256049960968,0.517524965733307
GlobalResAllocation-COL-07,GlobalResAllocation-COL-07,7.0,29.0,133.0,291067.0,2652580.0,1.7628115624999998,1.6694984374999995,5.0,133.0,291067.0,2652580.0,1.7879524999999998,0.00023871874999999994,1.0,0.5209876784876658
Peterson-COL-4,Peterson-COL-4,14.0,42.0,480.0,690.0,2120.0,0.0025315000000000003,0.010979375,11.0,500.0,730.0,2280.0,0.0029009687499999995,0.00415165625,1.0512820512820513,0.5219961697521441
GlobalResAllocation-COL-06,GlobalResAllocation-COL-06,7.0,29.0,102.0,136662.0,1226388.0,0.80854365625,0.7736512499999999,5.0,102.0,136662.0,1226388.0,0.8315547812499999,0.00023971874999999997,1.0,0.5257218922360565
QuasiCertifProtocol-COL-18,QuasiCertifProtocol-COL-18,26.0,77.0,1398.0,296.0,3119.0,0.0030074374999999997,0.01657675,30.0,1398.0,296.0,3119.0,0.0030617500000000002,0.00735753125,1.0,0.5320251989008989
GlobalResAllocation-COL-10,GlobalResAllocation-COL-10,7.0,29.0,250.0,1688410.0,15821020.0,10.139790624999998,9.9787715625,5.0,250.0,1688410.0,15821020.0,10.726362500000002,0.00023453124999999996,1.0,0.5331691664285343
